,Custom_Difference,Matched_Rows
"('VT16', '20180222-24NYooVH-VG__R9F8_RN1RP3')",100.31023706766283,2435
"('VT16', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",100.31280600587532,2501
"('VT13', '20180222-24WIsaVH-VG__R3F10_RN1RP2')",100.3141639743199,2271
"('VT20', '20180222-71WIsaSL-VV__R2F3_RN2RP3')",100.31742852944862,67479
"('VT43', '20180222-71OOooPA-VV__R5F3_RN1RP3')",100.32279148719607,49124
"('VT21', '20180222-71WIsaSV-VV__R2F4_RN2RP1')",100.33169732481315,65438
"('VT37', '20180222-71WIooPA-VV__R2F18_RN2RP1')",100.33411600080638,28138
"('VT26', '20180222-71WIsaSL-VV__R2F3_RN2RP3')",100.33963541973436,63489
"('VT32', '20180222-57WIooVL-VT__R6F17_RN1RP1')",100.34458834965285,59241
"('VT5', '20180222-71WIsaSL-VV__R2F3_RN2RP3')",100.35005834305717,2078
"('VT37', '20180222-71OOooPA-VV__R5F2_RN1RP2')",100.35374198062306,28157
"('VT5', '20180222-71WIsaSV-VV__R2F5_RN2RP2')",100.3555444300777,2490
"('VT30', '20180222-71WIsaSV-VV__R2F4_RN2RP1')",100.35801126822665,48943
"('VT23', '20180222-71WIsaSL-VV__R2F3_RN2RP3')",100.3636855162388,63974
"('VT13', '20180222-24NYooVH-VG__R9F5_RN1RP1')",100.3641387282977,2195
"('VT43', '20180222-71WIooPA-VV__R2F18_RN2RP1')",100.36525795326683,49115
"('VT50', '20180222-71WIsaSL-VV__R2F1_RN2RP1')",100.36559446337453,37201
"('VT13', '20180222-24WIooVL-VG__R9F3_RN1RP2')",100.366354080803,2193
"('VT32', '20180222-71NYsaSL-VV__R2F8_RN2RP1')",100.36685812092554,51330
"('VT5', '20180222-71NYsaSL-VV__R2F8_RN2RP1')",100.36686397624004,2255
"('VT6', '20180222-71WIooPA-VV__R2F18_RN2RP1')",100.37071362372568,2224
"('VT20', '20180222-71WIsaSL-VV__R2F2_RN2RP2')",100.37105564188917,67475
"('VT32', '20180222-71WIsaSL-VV__R2F1_RN2RP1')",100.37144391000747,51194
"('VT37', '20180222-71WIooPA-VV__R2F20_RN2RP3')",100.37532462912236,28140
"('VT41', '20180222-71WIsaSL-VV__R2F1_RN2RP1')",100.37648475639682,35334
"('VT2', '20180222-24NYooVH-VG__R9F6_RN1RP2')",100.37975745401533,2217
"('VT32', '20180222-71WIsaSV-VV__R2F4_RN2RP1')",100.38139527967769,51382
"('VT18', '20180222-71NYsaSL-VV__R2F8_RN2RP1')",100.38455014189583,3077
"('VT37', '20180222-71OOooPA-VV__R5F1_RN1RP1')",100.39032575568916,28156
"('VT7', '20180222-71WIsaSL-VV__R2F2_RN2RP2')",100.39586688137412,2835
"('VT26', '20180222-71WIsaSL-VV__R2F2_RN2RP2')",100.39959121730833,63483
"('VT50', '20180222-71WIsaSL-VV__R2F2_RN2RP2')",100.39991764803742,37194
"('VT2', '20180222-24OOsaVH-VG__R3F20_RN1RP3')",100.40044764377886,2514
"('VT43', '20180222-71NYsaSL-VV__R2F8_RN2RP1')",100.4013879812863,49260
"('VT2', '20180222-24WIooVL-VG__R9F2_RN1RP1')",100.40952590399277,2227
"('VT31', '20180222-71WIsaSV-VV__R2F4_RN2RP1')",100.4181805816492,50782
"('VT50', '20180222-71NYsaSL-VV__R2F8_RN2RP1')",100.42106861774276,37316
"('VT39', '20180222-71WIsaSL-VV__R2F1_RN2RP1')",100.42427405386691,37354
"('VT33', '20180222-71WIsaSV-VV__R2F4_RN2RP1')",100.42477729685655,45110
"('VT18', '20180222-71WIsaSL-VV__R2F3_RN2RP3')",100.43137254901961,2908
"('VT39', '20180222-71WIsaSL-VV__R2F2_RN2RP2')",100.43261680346205,37361
"('VT23', '20180222-71WIsaSL-VV__R2F2_RN2RP2')",100.43565512345272,63969
"('VT13', '20180222-24OOooVH-VG__R9F10_RN1RP2')",100.44339661894475,2205
"('VT29', '20180222-71WIsaSV-VV__R2F4_RN2RP1')",100.44744228238827,57296
"('VT32', '20180222-71WIsaSL-VV__R2F3_RN2RP3')",100.4495088563057,51195
"('VT19', '20180222-71WIsaSV-VV__R2F5_RN2RP2')",100.45211477259035,65743
"('VT2', '20180222-24OOooVH-VG__R9F10_RN1RP2')",100.46236698097736,2225
"('VT39', '20180222-71WIsaSL-VV__R2F3_RN2RP3')",100.46285032426164,37361
"('VT16', '20180222-24NYooVH-VG__R9F6_RN1RP2')",100.46528004448795,2432
"('VT41', '20180222-71NYsaSL-VV__R2F8_RN2RP1')",100.47382894056183,35463
"('VT41', '20180222-71WIsaSL-VV__R2F3_RN2RP3')",100.47539816708158,35342
"('VT19', '20180222-71WIsaSV-VV__R2F6_RN2RP3')",100.47790967716332,65826
"('VT36', '20180222-71WIsaSL-VV__R2F1_RN2RP1')",100.4851756541395,41131
"('VT1', '20180222-71WIsaSV-VV__R2F5_RN2RP2')",100.48565390450874,2784
"('VT37', '20180222-71OOooPA-VV__R5F3_RN1RP3')",100.4973496033299,28155
"('VT39', '20180222-71NYsaSL-VV__R2F8_RN2RP1')",100.49969091180611,37487
"('VT7', '20180222-71WIsaSV-VV__R2F4_RN2RP1')",100.50322061191625,3012
"('VT7', '20180222-71WIsaSV-VV__R2F5_RN2RP2')",100.50806475878613,3255
"('VT32', '20180222-71WIsaSL-VV__R2F2_RN2RP2')",100.5101140412802,51190
"('VT2', '20180222-24WIooVL-VG__R9F4_RN1RP3')",100.51089280410636,2237
"('VT34', '20180222-57NYsaVH-VT__R6F9_RN1RP2')",100.51856871140848,62423
"('VT13', '20180222-24NYooVH-VG__R9F8_RN1RP3')",100.52431321260975,2199
"('VT13', '20180222-24OOooVH-VG__R9F11_RN1RP3')",100.5254208888624,2201
"('VT27', '20180222-71WIsaSL-VV__R2F1_RN2RP1')",100.52785864214948,65286
"('VT41', '20180222-71WIsaSL-VV__R2F2_RN2RP2')",100.53636352539411,35336
"('VT27', '20180222-71NYsaSL-VV__R2F8_RN2RP1')",100.53735996602455,65374
"('VT14', '20180222-71WIsaSV-VV__R2F4_RN2RP1')",100.54069436539557,2289
"('VT43', '20180222-71WIsaSV-VV__R2F4_RN2RP1')",100.55082380364877,49337
"('VT38', '20180222-71WIsaSL-VV__R2F1_RN2RP1')",100.56115684532028,31630
"('VT24', '20180222-71WIsaSV-VV__R2F5_RN2RP2')",100.56224467943993,64397
"('VT36', '20180222-71NYsaSL-VV__R2F8_RN2RP1')",100.56838738751948,41254
"('VT50', '20180222-71WIsaSL-VV__R2F3_RN2RP3')",100.57197886519107,37201
"('VT16', '20180222-71WIsaSV-VV__R2F6_RN2RP3')",100.57772791609676,3175
"('VT36', '20180222-71WIsaSL-VV__R2F3_RN2RP3')",100.57904113294099,41128
"('VT21', '20180222-71WIsaSV-VV__R2F5_RN2RP2')",100.58000970327426,65494
"('VT20', '20180222-71WIsaSV-VV__R2F6_RN2RP3')",100.58631756264707,67763
"('VT16', '20180222-24WIooVH-VG__R5F10_RN1RP1')",100.5881357366506,2581
"('VT24', '20180222-71WIsaSV-VV__R2F6_RN2RP3')",100.59379976001628,64479
"('VT12', '20180222-71WIsaSV-VV__R2F5_RN2RP2')",100.59616786420911,2523
"('VT27', '20180222-71WIsaSV-VV__R2F5_RN2RP2')",100.59806745153104,65469
"('VT4', '20180222-71WIsaSV-VV__R2F4_RN2RP1')",100.59865900383143,2619
"('VT27', '20180222-71WIsaSL-VV__R2F3_RN2RP3')",100.60461552069017,65283
"('VT13', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",100.60754074505564,2264
"('VT20', '20180222-71WIsaSV-VV__R2F5_RN2RP2')",100.61136980997505,67672
"('VT10', '20180222-71WIsaSV-VV__R2F4_RN2RP1')",100.61383928571428,2323
"('VT27', '20180222-71WIsaSL-VV__R2F2_RN2RP2')",100.619120747451,65282
"('VT16', '20180222-24WIooVH-VG__R9F1_RN1RP3')",100.62470532767563,2524
"('VT3', '20180222-71WIsaSV-VV__R2F4_RN2RP1')",100.63416567578278,2214
"('VT23', '20180222-71WIsaSV-VV__R2F5_RN2RP2')",100.6411425155969,64175
"('VT11', '20180222-71WIsaSV-VV__R2F5_RN2RP2')",100.65314950363309,2576
"('VT13', '20180222-24OOooVH-VG__R9F9_RN1RP1')",100.65603672312255,2206
"('VT15', '20180222-24WIsaVH-VG__R3F11_RN1RP3')",100.66623635634258,2159
"('VT26', '20180222-71WIsaSV-VV__R2F6_RN2RP3')",100.66961673859996,63803
"('VT36', '20180222-71WIsaSL-VV__R2F2_RN2RP2')",100.67463917947941,41125
"('VT25', '20180222-71WIsaSV-VV__R2F5_RN2RP2')",100.6752841687809,65520
"('VT38', '20180222-71WIsaSL-VV__R2F3_RN2RP3')",100.67643446678775,31631
"('VT4', '20180222-71WIsaSV-VV__R2F5_RN2RP2')",100.68545178572401,2860
"('VT35', '20180222-71WIsaSV-VV__R2F5_RN2RP2')",100.69037474369003,58707
"('VT13', '20180222-71WIsaSV-VV__R2F5_RN2RP2')",100.69711534234096,2661
"('VT34', '20180222-71WIsaSV-VV__R2F5_RN2RP2')",100.70411057622076,53159
"('VT17', '20180222-24WIsaVH-VG__R3F11_RN1RP3')",100.70414491926975,2210
"('VT26', '20180222-71WIsaSV-VV__R2F5_RN2RP2')",100.72575787077838,63698
"('VT2', '20180222-24NYooVH-VG__R9F8_RN1RP3')",100.72587708857152,2220
"('VT2', '20180222-24OOooVH-VG__R9F11_RN1RP3')",100.72736588893851,2220
"('VT21', '20180222-71WIsaSV-VV__R2F6_RN2RP3')",100.72816017161415,65579
"('VT37', '20180222-71WIsaSL-VV__R2F1_RN2RP1')",100.73149030698217,28244
"('VT38', '20180222-71NYsaSL-VV__R2F8_RN2RP1')",100.75126677735953,31769
"('VT17', '20180222-24NYooVH-VG__R9F5_RN1RP1')",100.75444883878349,2146
"('VT17', '20180222-24WIooVL-VG__R9F3_RN1RP2')",100.7570190117204,2145
"('VT18', '20180222-71WIsaSV-VV__R2F4_RN2RP1')",100.7581699346405,3076
"('VT13', '20180222-24NYooVH-VG__R9F6_RN1RP2')",100.75986590932348,2196
"('VT16', '20180222-24WIooVL-VG__R9F4_RN1RP3')",100.76433467522577,2453
"('VT13', '20180222-24WIsaVH-VG__R3F11_RN1RP3')",100.76503881365062,2258
"('VT15', '20180222-24WIooVL-VG__R9F2_RN1RP1')",100.77239594126739,2109
"('VT8', '20180222-71WIsaSV-VV__R2F6_RN2RP3')",100.77965549026158,2951
"('VT36', '20180222-71WIsaSV-VV__R2F4_RN2RP1')",100.78760290815852,41322
"('VT28', '20180222-71WIsaSV-VV__R2F4_RN2RP1')",100.79200903130699,47962
"('VT40', '20180222-71WIsaSV-VV__R2F4_RN2RP1')",100.79782547657636,49567
"('VT41', '20180222-71WIsaSV-VV__R2F4_RN2RP1')",100.80038831457472,35560
"('VT44', '20180222-71WIooPA-VV__R2F19_RN2RP2')",100.80083280613272,54491
"('VT22', '20180222-71WIsaSV-VV__R2F5_RN2RP2')",100.80856854072206,65948
"('VT46', '20180222-71WIooPA-VV__R2F19_RN2RP2')",100.80858331030495,50108
"('VT17', '20180222-24OOooVH-VG__R9F10_RN1RP2')",100.80888977462882,2156
"('VT16', '20180222-24OOsaVH-VG__R3F20_RN1RP3')",100.81657715976296,2731
"('VT2', '20180222-24WIooVH-VG__R5F11_RN1RP2')",100.8194523481858,2352
"('VT25', '20180222-71WIsaSV-VV__R2F6_RN2RP3')",100.81990048954623,65582
"('VT35', '20180222-71WIsaSV-VV__R2F6_RN2RP3')",100.82342442098246,58805
"('VT15', '20180222-24NYooVH-VG__R9F5_RN1RP1')",100.82969407407548,2095
"('VT9', '20180222-71WIsaSV-VV__R2F4_RN2RP1')",100.84521922873746,2425
"('VT34', '20180222-57WIsaVL-VT__R6F6_RN1RP3')",100.84943108403372,62169
"('VT13', '20180222-71WIsaSV-VV__R2F6_RN2RP3')",100.85142633634993,2936
"('VT28', '20180222-71WIooPA-VV__R2F19_RN2RP2')",100.85227161676961,47700
"('VT45', '20180222-71WIsaSV-VV__R2F4_RN2RP1')",100.8543623733834,48643
"('VT33', '20180222-71WIsaSV-VV__R2F5_RN2RP2')",100.85570619830368,45210
"('VT38', '20180222-71WIsaSL-VV__R2F2_RN2RP2')",100.86158449647642,31627
"('VT17', '20180222-24WIooVL-VG__R9F2_RN1RP1')",100.86293899962546,2158
"('VT1', '20180222-71WIsaSV-VV__R2F6_RN2RP3')",100.87798473460849,3063
"('VT23', '20180222-71WIsaSV-VV__R2F6_RN2RP3')",100.88103273346627,64262
"('VT40', '20180222-71WIooPA-VV__R2F19_RN2RP2')",100.88670972790361,49328
"('VT32', '20180222-71WIsaSV-VV__R2F5_RN2RP2')",100.8885288050067,51463
"('VT15', '20180222-24WIooVL-VG__R9F3_RN1RP2')",100.8889647265945,2095
"('VT28', '20180222-71WIsaSL-VV__R2F2_RN2RP2')",100.90948218845446,47786
"('VT30', '20180222-71WIsaSV-VV__R2F5_RN2RP2')",100.91549688349969,49038
"('VT27', '20180222-71WIsaSV-VV__R2F6_RN2RP3')",100.91913288053634,65555
"('VT18', '20180222-71WIsaSV-VV__R2F5_RN2RP2')",100.92091610239295,3315
"('VT49', '20180222-71WIooPA-VV__R2F19_RN2RP2')",100.92553735075269,47262
"('VT37', '20180222-71WIsaSL-VV__R2F3_RN2RP3')",100.93626583629786,28242
"('VT48', '20180222-71WIooPA-VV__R2F19_RN2RP2')",100.93697419483276,43947
"('VT37', '20180222-71NYsaSL-VV__R2F8_RN2RP1')",100.94138633787857,28380
"('VT46', '20180222-71WIsaSV-VV__R2F4_RN2RP1')",100.9419743845458,50323
"('VT3', '20180222-71WIsaSV-VV__R2F6_RN2RP3')",100.94361283409133,2739
"('VT15', '20180222-24WIsaVH-VG__R3F10_RN1RP2')",100.94602520642538,2172
"('VT50', '20180222-71WIsaSV-VV__R2F4_RN2RP1')",100.96134704798712,37392
"('VT10', '20180222-71WIsaSV-VV__R2F5_RN2RP2')",100.96345711580088,2565
"('VT17', '20180222-24OOooVH-VG__R9F11_RN1RP3')",100.97500266294657,2151
"('VT42', '20180222-71WIsaSV-VV__R2F4_RN2RP1')",100.97807213308383,34736
"('VT46', '20180222-71WIsaSL-VV__R2F2_RN2RP2')",100.98182645455267,50149
"('VT43', '20180222-71WIsaSV-VV__R2F5_RN2RP2')",100.99301252068307,49354
"('VT11', '20180222-24WIsaVH-VG__R3F10_RN1RP2')",100.99397095206528,2187
"('VT37', '20180222-71WIsaSL-VV__R2F2_RN2RP2')",100.99435884949422,28235
"('VT13', '20180222-24OOsaVH-VG__R3F20_RN1RP3')",100.9953174749383,2494
"('VT2', '20180222-71WIsaSV-VV__R2F6_RN2RP3')",100.99795004193058,2956
"('VT34', '20180222-71WIsaSV-VV__R2F6_RN2RP3')",101.00075275105729,53272
"('VT15', '20180222-24OOooVH-VG__R9F11_RN1RP3')",101.00094680946125,2101
"('VT13', '20180222-24WIooVH-VG__R9F1_RN1RP3')",101.00178915017055,2287
"('VT33', '20180222-71WIsaSV-VV__R2F6_RN2RP3')",101.00873075660446,45356
"('VT2', '20180222-57WIsaVB-VT__R4F3_RN1RP3')",101.01692196397507,4094
"('VT22', '20180222-71WIsaSV-VV__R2F6_RN2RP3')",101.0179542715584,66015
"('VT11', '20180222-24WIsaVH-VG__R3F11_RN1RP3')",101.02204008196311,2176
"('VT49', '20180222-71WIsaSV-VV__R2F4_RN2RP1')",101.02211179375998,47498
"('VT17', '20180222-24NYooVH-VG__R9F6_RN1RP2')",101.0244132068405,2148
"('VT13', '20180222-24WIooVL-VG__R9F4_RN1RP3')",101.02571383268352,2217
"('VT44', '20180222-71WIsaSV-VV__R2F4_RN2RP1')",101.02866973947759,54702
"('VT17', '20180222-24WIsaVH-VG__R3F10_RN1RP2')",101.03072868526033,2222
"('VT14', '20180222-57WIsaVB-VT__R4F3_RN1RP3')",101.04135322295855,3950
"('VT7', '20180222-24WIooVL-VG__R9F3_RN1RP2')",101.04453603102425,2789
"('VT11', '20180222-24NYooVH-VG__R9F5_RN1RP1')",101.04558294679344,2111
"('VT12', '20180222-24NYooVH-VG__R9F6_RN1RP2')",101.04905046778265,2055
"('VT15', '20180222-24OOooVH-VG__R9F10_RN1RP2')",101.05308787266362,2106
"('VT39', '20180222-71WIsaSV-VV__R2F4_RN2RP1')",101.05819963814004,37575
"('VT44', '20180222-71WIsaSL-VV__R2F2_RN2RP2')",101.05826794620485,54527
"('VT11', '20180222-24OOooVH-VG__R9F10_RN1RP2')",101.07313344215227,2122
"('VT17', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",101.08734808319389,2216
"('VT46', '20180222-71WIooPA-VV__R2F20_RN2RP3')",101.09742844524867,50112
"('VT31', '20180222-71WIsaSV-VV__R2F5_RN2RP2')",101.09831599658159,50866
"('VT47', '20180222-71WIooPA-VV__R2F19_RN2RP2')",101.10217853007373,40992
"('VT46', '20180222-71WIsaSL-VV__R2F1_RN2RP1')",101.10260048175721,50152
"('VT11', '20180222-24WIooVL-VG__R9F3_RN1RP2')",101.10379574474506,2111
"('VT43', '20180222-71WIsaSV-VV__R2F6_RN2RP3')",101.10548552540149,49451
"('VT15', '20180222-24NYooVH-VG__R9F6_RN1RP2')",101.10694003730201,2098
"('VT48', '20180222-71WIsaSV-VV__R2F4_RN2RP1')",101.10879626155898,44211
"('VT47', '20180222-71WIsaSV-VV__R2F4_RN2RP1')",101.12383846206012,41273
"('VT37', '20180222-71WIsaSV-VV__R2F4_RN2RP1')",101.13270364177549,28455
"('VT17', '20180222-24OOooVH-VG__R9F9_RN1RP1')",101.13597520539048,2157
"('VT12', '20180222-24WIooVL-VG__R9F2_RN1RP1')",101.13607035081043,2068
"('VT29', '20180222-71WIsaSV-VV__R2F5_RN2RP2')",101.1365047137575,57373
"('VT44', '20180222-71WIooPA-VV__R2F20_RN2RP3')",101.1509328669813,54494
"('VT32', '20180222-71WIsaSV-VV__R2F6_RN2RP3')",101.15533606525418,51590
"('VT28', '20180222-71WIsaSL-VV__R2F1_RN2RP1')",101.15817904967261,47791
"('VT28', '20180222-71WIooPA-VV__R2F20_RN2RP3')",101.16299419378349,47704
"('VT15', '20180222-24OOooVH-VG__R9F9_RN1RP1')",101.16621068982103,2107
"('VT11', '20180222-24NYooVH-VG__R9F6_RN1RP2')",101.18179523616888,2113
"('VT17', '20180222-24WIooVH-VG__R5F11_RN1RP2')",101.18331724111864,2284
"('VT11', '20180222-24WIooVL-VG__R9F2_RN1RP1')",101.18360259895624,2125
"('VT14', '20180222-24NYooVH-VG__R9F5_RN1RP1')",101.18596038381685,2067
"('VT11', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",101.1903998546566,2181
"('VT38', '20180222-71WIsaSV-VV__R2F4_RN2RP1')",101.19178370011626,31845
"('VT30', '20180222-71WIsaSV-VV__R2F6_RN2RP3')",101.19457111867192,49168
"('VT46', '20180222-71OOooPA-VV__R5F2_RN1RP2')",101.21389825915546,50117
"('VT15', '20180222-24WIooVH-VG__R5F11_RN1RP2')",101.2142403565175,2232
"('VT44', '20180222-71WIsaSL-VV__R2F1_RN2RP1')",101.21560058542252,54523
"('VT12', '20180222-24NYooVH-VG__R9F5_RN1RP1')",101.22307461087897,2053
"('VT3', '20180222-57WIsaVB-VT__R4F3_RN1RP3')",101.22371580490703,3873
"('VT28', '20180222-71WIsaSL-VV__R2F3_RN2RP3')",101.22572617755223,47789
"('VT46', '20180222-71WIsaSL-VV__R2F3_RN2RP3')",101.22891264868757,50153
"('VT46', '20180222-71OOooPA-VV__R5F1_RN1RP1')",101.23094087358415,50115
"('VT9', '20180222-71WIsaSV-VV__R2F5_RN2RP2')",101.25286141926395,2668
"('VT12', '20180222-24WIooVL-VG__R9F3_RN1RP2')",101.25439864417712,2053
"('VT44', '20180222-71OOooPA-VV__R5F2_RN1RP2')",101.25629268580394,54497
"('VT13', '20180222-24WIooVH-VG__R5F11_RN1RP2')",101.26015885314462,2332
"('VT28', '20180222-71OOooPA-VV__R5F1_RN1RP1')",101.26427901461157,47714
"('VT44', '20180222-71OOooPA-VV__R5F1_RN1RP1')",101.26588340419407,54499
"('VT40', '20180222-71WIooPA-VV__R2F20_RN2RP3')",101.27112172222479,49331
"('VT15', '20180222-24NYooVH-VG__R9F8_RN1RP3')",101.27926221108527,2099
"('VT15', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",101.28451434188186,2166
"('VT12', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",101.28597264482326,2123
"('VT3', '20180222-57WIsaVB-VT__R4F1_RN1RP1')",101.28998937374536,4270
"('VT28', '20180222-71OOooPA-VV__R5F2_RN1RP2')",101.29849504619011,47713
"('VT17', '20180222-24NYooVH-VG__R9F8_RN1RP3')",101.30069305331735,2150
"('VT46', '20180222-71OOooPA-VV__R5F3_RN1RP3')",101.30339444452565,50116
"('VT44', '20180222-71WIsaSL-VV__R2F3_RN2RP3')",101.3084884740047,54530
"('VT12', '20180222-24OOooVH-VG__R9F10_RN1RP2')",101.30850095206314,2064
"('VT49', '20180222-71WIooPA-VV__R2F20_RN2RP3')",101.31762929726908,47265
"('VT40', '20180222-71WIsaSL-VV__R2F2_RN2RP2')",101.32130237786174,49364
"('VT40', '20180222-71OOooPA-VV__R5F2_RN1RP2')",101.32301512375726,49339
"('VT49', '20180222-71WIsaSL-VV__R2F2_RN2RP2')",101.34436014399432,47311
"('VT46', '20180222-71WIooPA-VV__R2F18_RN2RP1')",101.34540303277953,50112
"('VT3', '20180222-24OOooVH-VG__R9F10_RN1RP2')",101.34761609125252,1997
"('VT44', '20180222-71WIooPA-VV__R2F18_RN2RP1')",101.35026016111972,54491
"('VT29', '20180222-71WIsaSV-VV__R2F6_RN2RP3')",101.35242249676449,57476
"('VT48', '20180222-71WIooPA-VV__R2F20_RN2RP3')",101.35745935640092,43949
"('VT44', '20180222-71OOooPA-VV__R5F3_RN1RP3')",101.36185034437102,54497
"('VT40', '20180222-71OOooPA-VV__R5F1_RN1RP1')",101.3634269921021,49341
"('VT12', '20180222-24OOooVH-VG__R9F11_RN1RP3')",101.36894618140506,2059
"('VT12', '20180222-24WIsaVH-VG__R3F11_RN1RP3')",101.36993042783786,2118
"('VT28', '20180222-71OOooPA-VV__R5F3_RN1RP3')",101.37288732374986,47713
"('VT11', '20180222-24OOooVH-VG__R9F11_RN1RP3')",101.38126522310245,2117
"('VT28', '20180222-71WIooPA-VV__R2F18_RN2RP1')",101.38538531276768,47704
"('VT2', '20180222-24WIooVH-VG__R5F10_RN1RP1')",101.39573900800552,2365
"('VT47', '20180222-71WIsaSL-VV__R2F2_RN2RP2')",101.39834080021598,41050
"('VT40', '20180222-71WIsaSL-VV__R2F1_RN2RP1')",101.40320741860059,49366
"('VT48', '20180222-71WIsaSL-VV__R2F2_RN2RP2')",101.41323229965194,43995
"('VT3', '20180222-24NYooVH-VG__R9F5_RN1RP1')",101.43546978418023,1988
"('VT47', '20180222-71WIooPA-VV__R2F20_RN2RP3')",101.44910995662546,40996
"('VT49', '20180222-71OOooPA-VV__R5F2_RN1RP2')",101.45255627636207,47272
"('VT40', '20180222-71OOooPA-VV__R5F3_RN1RP3')",101.45747047334702,49338
"('VT40', '20180222-71WIooPA-VV__R2F18_RN2RP1')",101.46606831174331,49330
"('VT49', '20180222-71OOooPA-VV__R5F1_RN1RP1')",101.46792387982677,47273
"('VT14', '20180222-24NYooVH-VG__R9F6_RN1RP2')",101.46813149815226,2069
"('VT30', '20180222-57NYooVH-VT__R6F20_RN1RP1')",101.47573489422783,59742
"('VT48', '20180222-71OOooPA-VV__R5F1_RN1RP1')",101.47757905263654,43959
"('VT49', '20180222-71WIsaSL-VV__R2F1_RN2RP1')",101.49537930028269,47308
"('VT17', '20180222-71WIsaSV-VV__R2F6_RN2RP3')",101.51134472496703,2888
"('VT48', '20180222-71WIsaSL-VV__R2F1_RN2RP1')",101.51358653090135,43994
"('VT11', '20180222-24OOooVH-VG__R9F9_RN1RP1')",101.51747751247785,2123
"('VT48', '20180222-71OOooPA-VV__R5F2_RN1RP2')",101.5215231319868,43958
"('VT15', '20180222-57WIsaVB-VT__R4F3_RN1RP3')",101.53002060595571,3981
"('VT12', '20180222-24OOooVH-VG__R9F9_RN1RP1')",101.53856464999261,2065
"('VT31', '20180222-71WIsaSV-VV__R2F6_RN2RP3')",101.53971228187983,50998
"('VT5', '20180222-71WIsaSV-VV__R2F6_RN2RP3')",101.5569268753783,2767
"('VT47', '20180222-71WIsaSL-VV__R2F1_RN2RP1')",101.56605414568382,41042
"('VT40', '20180222-71WIsaSL-VV__R2F3_RN2RP3')",101.569942005753,49364
"('VT49', '20180222-71WIooPA-VV__R2F18_RN2RP1')",101.57353292435516,47263
"('VT3', '20180222-24NYooVH-VG__R9F6_RN1RP2')",101.57696800058926,1989
"('VT49', '20180222-71OOooPA-VV__R5F3_RN1RP3')",101.5819501058342,47271
"('VT48', '20180222-71WIsaSL-VV__R2F3_RN2RP3')",101.60110861923583,44002
"('VT11', '20180222-24NYooVH-VG__R9F8_RN1RP3')",101.60188135464827,2116
"('VT48', '20180222-71OOooPA-VV__R5F3_RN1RP3')",101.60796329672802,43961
"('VT45', '20180222-71WIsaSV-VV__R2F5_RN2RP2')",101.61306726275758,48680
"('VT48', '20180222-71WIooPA-VV__R2F18_RN2RP1')",101.6199044432377,43950
"('VT47', '20180222-71OOooPA-VV__R5F1_RN1RP1')",101.6219517107102,41007
"('VT47', '20180222-71OOooPA-VV__R5F2_RN1RP2')",101.6232332349164,41005
"('VT12', '20180222-24WIsaVH-VG__R3F10_RN1RP2')",101.62753740292673,2129
"('VT13', '20180222-24WIooVH-VG__R5F10_RN1RP1')",101.63066812557562,2345
"('VT49', '20180222-71WIsaSL-VV__R2F3_RN2RP3')",101.63082616074792,47313
"('VT7', '20180222-24OOooVH-VG__R9F11_RN1RP3')",101.64840076532377,2796
"('VT3', '20180222-24WIooVL-VG__R9F3_RN1RP2')",101.6790904212221,1986
"('VT3', '20180222-24WIsaVH-VG__R3F11_RN1RP3')",101.68517251901972,2050
"('VT14', '20180222-71WIsaSV-VV__R2F6_RN2RP3')",101.68593811621808,2810
"('VT3', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",101.68860290635884,2055
"('VT14', '20180222-24WIooVL-VG__R9F2_RN1RP1')",101.6968644536542,2079
"('VT47', '20180222-71WIsaSL-VV__R2F3_RN2RP3')",101.71625236601037,41050
"('VT47', '20180222-71WIooPA-VV__R2F18_RN2RP1')",101.73962130138013,40995
"('VT14', '20180222-24OOooVH-VG__R9F11_RN1RP3')",101.75813847226787,2072
"('VT14', '20180222-24WIooVL-VG__R9F3_RN1RP2')",101.75813847226787,2066
"('VT11', '20180222-24WIooVH-VG__R5F11_RN1RP2')",101.75995487565186,2249
"('VT47', '20180222-71OOooPA-VV__R5F3_RN1RP3')",101.7620450938127,41006
"('VT12', '20180222-24NYooVH-VG__R9F8_RN1RP3')",101.76851898720729,2058
"('VT28', '20180222-71WIsaSV-VV__R2F5_RN2RP2')",101.78032972538209,48078
"('VT7', '20180222-24OOooVH-VG__R9F9_RN1RP1')",101.78846961978545,2800
"('VT46', '20180222-71NYsaSL-VV__R2F8_RN2RP1')",101.80378209762722,50251
"('VT45', '20180222-71WIsaSV-VV__R2F6_RN2RP3')",101.8075458006717,48759
"('VT14', '20180222-24NYooVH-VG__R9F8_RN1RP3')",101.81354060618692,2071
"('VT15', '20180222-71WIsaSV-VV__R2F6_RN2RP3')",101.81978882996185,2831
"('VT3', '20180222-24OOooVH-VG__R9F9_RN1RP1')",101.82058863763113,1998
"('VT41', '20180222-71WIsaSV-VV__R2F5_RN2RP2')",101.82128952209817,35619
