,Custom_Difference,Matched_Rows
"('VT21', '20180222-57WIooVB-VT__R4F4_RN1RP1')",163.72318929327062,67261
"('VT32', '20180222-57WIooVB-VT__R4F6_RN1RP3')",163.74534519613928,53198
"('VT37', '20180222-71OOsaSL-VV__R2F11_RN2RP1')",163.77614318869786,31584
"('VT37', '20180222-57WIooVB-VT__R4F6_RN1RP3')",163.89047144703696,30511
"('VT36', '20180222-57WIooVH-VT__R6F16_RN1RP3')",163.97360986796346,56109
"('VT33', '20180222-57WIsaVL-VT__R6F4_RN1RP1')",164.02463196146883,59480
"('VT36', '20180222-71OOsaSL-VV__R2F12_RN2RP2')",164.11404818341927,44336
"('VT31', '20180222-57NYooVH-VT__R7F2_RN1RP3')",164.12082235005803,62171
"('VT33', '20180222-57OOsaVH-VT__R6F13_RN1RP3')",164.15570350187508,60512
"('VT24', '20180222-71NYsaSL-VV__R2F9_RN2RP2')",164.20582017946518,66309
"('VT44', '20180222-57NYsaVH-VT__R6F9_RN1RP2')",164.38534260661447,67570
"('VT47', '20180222-57WIooVL-VT__R6F19_RN1RP3')",164.42745558954576,58671
"('VT19', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",164.72818828780524,65583
"('VT37', '20180222-71OOsaSL-VV__R2F13_RN2RP3')",164.75077113274423,31602
"('VT5', '20180222-57WIooVH-VT__R6F15_RN1RP2')",164.8478648119278,47754
"('VT43', '20180222-57NYsaVH-VT__R6F10_RN1RP3')",164.89470286629376,65748
"('VT44', '20180222-57OOsaVH-VT__R6F12_RN1RP2')",164.94066990791157,68477
"('VT49', '20180222-57WIooVH-VT__R6F15_RN1RP2')",165.00648887068726,62707
"('VT21', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",165.05416874180105,65328
"('VT26', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",165.0855473181673,63529
"('VT27', '20180222-24WIsaVL-VG__R3F14_RN1RP3')",165.20246147839273,67578
"('VT19', '20180222-24WIsaVL-VG__R3F14_RN1RP3')",165.30459843177337,67777
"('VT27', '20180222-24NYooVH-VG__R9F5_RN1RP1')",165.6662846035276,65284
"('VT37', '20180222-71OOsaSL-VV__R2F12_RN2RP2')",165.78395060165602,31581
"('VT30', '20180222-71NYsaSL-VV__R2F10_RN2RP3')",165.83020275051382,51651
"('VT25', '20180222-57WIooVB-VT__R4F5_RN1RP2')",165.83031528147873,66923
"('VT21', '20180222-24WIsaVL-VG__R3F14_RN1RP3')",165.8685297519406,67558
"('VT22', '20180222-24WIsaVL-VG__R3F14_RN1RP3')",165.87410271756417,67880
"('VT25', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",165.89071017357665,65345
"('VT30', '20180222-71OOsaSL-VV__R2F11_RN2RP1')",165.93148682900278,51761
"('VT45', '20180222-71NYsaSL-VV__R2F9_RN2RP2')",166.05910094355664,51111
"('VT21', '20180222-71NYsaSL-VV__R2F9_RN2RP2')",166.09421525767976,67432
"('VT38', '20180222-57WIsaVB-VT__R4F2_RN1RP2')",166.13018714770928,33916
"('VT20', '20180222-71NYsaSL-VV__R2F9_RN2RP2')",166.14622163464395,69493
"('VT6', '20180222-24WIsaVL-VG__R3F12_RN1RP1')",166.56930589150636,4363
"('VT19', '20180222-71NYsaSL-VV__R2F9_RN2RP2')",166.76140918329114,67612
"('VT41', '20180222-57WIooVB-VT__R4F6_RN1RP3')",166.76348102961808,37482
"('VT27', '20180222-24WIsaVL-VG__R3F12_RN1RP1')",166.79433739162153,66022
"('VT20', '20180222-24WIooVH-VG__R5F10_RN1RP1')",166.97466984336916,67534
"('VT32', '20180222-57OOsaVH-VT__R6F11_RN1RP1')",167.08113889057884,63625
"('VT21', '20180222-57WIsaVB-VT__R4F2_RN1RP2')",167.09349278182185,66882
"('VT16', '20180222-57WIooVL-VT__R6F19_RN1RP3')",167.16141370153656,44735
"('VT45', '20180222-57NYooVH-VT__R6F20_RN1RP1')",167.2892546147733,64520
"('VT14', '20180222-57WIooVH-VT__R6F15_RN1RP2')",167.35099450390507,47742
"('VT21', '20180222-24NYsaVH-VG__R3F15_RN1RP1')",167.46210038990225,65752
"('VT28', '20180222-71OOsaSL-VV__R2F11_RN2RP1')",167.55120180009823,50821
"('VT27', '20180222-24WIooVL-VG__R9F3_RN1RP2')",167.9197039128716,65286
"('VT30', '20180222-71OOsaSL-VV__R2F13_RN2RP3')",168.4766855646539,51765
"('VT43', '20180222-57WIooVL-VT__R6F18_RN1RP2')",168.5287460311819,63584
"('VT38', '20180222-71NYsaSL-VV__R2F10_RN2RP3')",168.58754879800492,34783
"('VT38', '20180222-71OOsaSL-VV__R2F11_RN2RP1')",168.60798788305695,34887
"('VT31', '20180222-71OOsaSL-VV__R2F11_RN2RP1')",168.6662249541498,53531
"('VT36', '20180222-57OOooVH-VT__R8F11_RN1RP3')",168.72180632618392,52705
"('VT31', '20180222-71NYsaSL-VV__R2F10_RN2RP3')",168.87850236246297,53431
"('VT26', '20180222-24WIooVL-VG__R9F4_RN1RP3')",169.03834868992718,63504
"('VT22', '20180222-24WIsaVH-VG__R3F10_RN1RP2')",169.1318131949765,65782
"('VT44', '20180222-57WIooVL-VT__R6F18_RN1RP2')",169.15446486621028,65852
"('VT28', '20180222-71NYsaSL-VV__R2F10_RN2RP3')",169.16270442832686,50723
"('VT25', '20180222-57WIooVB-VT__R4F6_RN1RP3')",169.19310162816734,66869
"('VT30', '20180222-71OOsaSL-VV__R2F12_RN2RP2')",169.28674942331492,51756
"('VT35', '20180222-24WIooVH-VG__R9F1_RN1RP3')",169.39187869698114,58503
"('VT40', '20180222-57WIooVB-VT__R4F4_RN1RP1')",169.49413988979904,51787
"('VT44', '20180222-57NYsaVH-VT__R6F10_RN1RP3')",169.5902306656474,67769
"('VT31', '20180222-24WIsaVL-VG__R3F14_RN1RP3')",169.701297529699,53628
"('VT36', '20180222-57WIsaVH-VT__R6F2_RN1RP2')",169.9233757700236,57440
"('VT2', '20180222-57WIooVH-VT__R6F15_RN1RP2')",169.9673086825273,47807
"('VT11', '20180222-57WIooVH-VT__R6F15_RN1RP2')",170.02152995374777,47772
"('VT32', '20180222-71NYsaSL-VV__R2F10_RN2RP3')",170.08956166371897,54046
"('VT49', '20180222-71NYsaSL-VV__R2F9_RN2RP2')",170.10336170708698,49981
"('VT40', '20180222-71NYsaSL-VV__R2F9_RN2RP2')",170.12505201792928,51985
"('VT43', '20180222-57NYooVH-VT__R7F1_RN1RP2')",170.15050533781655,65605
"('VT34', '20180222-57WIooVB-VT__R4F5_RN1RP2')",170.19460957899162,54897
"('VT13', '20180222-57WIooVH-VT__R6F15_RN1RP2')",170.24412346286778,47784
"('VT28', '20180222-71OOsaSL-VV__R2F13_RN2RP3')",170.28204384338704,50833
"('VT5', '20180222-57NYooVH-VT__R6F20_RN1RP1')",170.29077940366514,50433
"('VT25', '20180222-24NYsaVH-VG__R3F15_RN1RP1')",170.3899382566916,65762
"('VT48', '20180222-71NYsaSL-VV__R2F9_RN2RP2')",170.49811535303147,46780
"('VT28', '20180222-71OOsaSL-VV__R2F12_RN2RP2')",170.5831841409274,50822
"('VT20', '20180222-24NYsaVH-VG__R3F17_RN1RP3')",170.70911693721237,69668
"('VT32', '20180222-71OOsaSL-VV__R2F11_RN2RP1')",170.91332022003428,54132
"('VT31', '20180222-24WIsaVH-VG__R3F11_RN1RP3')",170.9382553055803,50649
"('VT49', '20180222-57NYooVH-VT__R6F20_RN1RP1')",171.01914865942223,64053
"('VT38', '20180222-71OOsaSL-VV__R2F13_RN2RP3')",171.13863763587597,34896
"('VT24', '20180222-24WIsaVL-VG__R3F13_RN1RP2')",171.20441326738597,65025
"('VT34', '20180222-24WIsaVL-VG__R3F14_RN1RP3')",171.21045164308987,55785
"('VT31', '20180222-71OOsaSL-VV__R2F13_RN2RP3')",171.22506124319722,53551
"('VT27', '20180222-57WIooVB-VT__R4F5_RN1RP2')",171.38371873824022,66895
"('VT44', '20180222-71NYsaSL-VV__R2F9_RN2RP2')",171.56754709078783,56964
"('VT31', '20180222-57OOsaVH-VT__R6F11_RN1RP1')",171.63108014473764,63489
"('VT44', '20180222-57NYooVH-VT__R7F1_RN1RP2')",171.6993849287054,67538
"('VT33', '20180222-57WIsaVH-VT__R6F1_RN1RP1')",171.70664683325097,59314
"('VT31', '20180222-24NYooVH-VG__R9F5_RN1RP1')",171.8164204177579,50608
"('VT38', '20180222-71OOsaSL-VV__R2F12_RN2RP2')",171.94085755318022,34886
"('VT31', '20180222-71OOsaSL-VV__R2F12_RN2RP2')",172.17242060372996,53523
"('VT46', '20180222-71NYsaSL-VV__R2F9_RN2RP2')",172.25234933795994,52726
"('VT33', '20180222-57WIooVH-VT__R6F14_RN1RP1')",172.32188477891097,58039
"('VT27', '20180222-24NYooVH-VG__R9F6_RN1RP2')",172.42577106416883,65284
"('VT19', '20180222-24WIooVL-VG__R9F4_RN1RP3')",172.55574531644996,65567
"('VT43', '20180222-71NYsaSL-VV__R2F10_RN2RP3')",172.56785776013416,51823
"('VT43', '20180222-71OOsaSL-VV__R2F11_RN2RP1')",172.60932530906098,51918
"('VT31', '20180222-57WIooVB-VT__R4F5_RN1RP2')",172.62518549022957,52674
"('VT34', '20180222-57WIooVB-VT__R4F6_RN1RP3')",172.8252495430141,54786
"('VT27', '20180222-24OOooVH-VG__R9F9_RN1RP1')",172.89080564158402,65289
"('VT30', '20180222-57NYsaVH-VT__R6F8_RN1RP1')",172.95632908466473,61610
"('VT26', '20180222-24NYsaVH-VG__R3F17_RN1RP3')",173.15927448377164,65941
"('VT6', '20180222-57WIooVL-VT__R6F19_RN1RP3')",173.31313731308157,44752
"('VT43', '20180222-57OOsaVH-VT__R6F13_RN1RP3')",173.5400084965446,66713
"('VT22', '20180222-24NYsaVH-VG__R3F15_RN1RP1')",173.5457457957849,66175
"('VT36', '20180222-57WIsaVL-VT__R6F6_RN1RP3')",173.64207203659748,57800
"('VT30', '20180222-57WIsaVL-VT__R6F5_RN1RP2')",173.87136970431612,61510
"('VT33', '20180222-57WIsaVH-VT__R6F3_RN1RP3')",173.9068312836795,59367
"('VT40', '20180222-57WIsaVB-VT__R4F2_RN1RP2')",173.90749301607758,51309
"('VT3', '20180222-57NYooVH-VT__R6F20_RN1RP1')",174.05821955935897,50417
"('VT32', '20180222-71OOsaSL-VV__R2F13_RN2RP3')",174.08194060968182,54144
"('VT39', '20180222-57WIooVB-VT__R4F5_RN1RP2')",174.26092641087675,39622
"('VT31', '20180222-24WIooVL-VG__R9F3_RN1RP2')",174.28474104009095,50611
"('VT46', '20180222-57WIooVL-VT__R6F17_RN1RP1')",174.2888878952247,63813
"('VT32', '20180222-71OOsaSL-VV__R2F12_RN2RP2')",174.34476739960988,54121
"('VT34', '20180222-24NYooVH-VG__R9F5_RN1RP1')",174.47747466084556,52913
"('VT24', '20180222-24NYooVH-VG__R9F5_RN1RP1')",174.55416692942504,64210
"('VT4', '20180222-57WIooVH-VT__R6F15_RN1RP2')",174.5763889224094,47863
"('VT24', '20180222-24WIsaVL-VG__R3F14_RN1RP3')",174.60960675535094,66486
"('VT42', '20180222-71NYsaSL-VV__R2F10_RN2RP3')",174.63763366940668,37613
"('VT14', '20180222-57NYooVH-VT__R6F20_RN1RP1')",174.70204980843002,50441
"('VT11', '20180222-57NYooVH-VT__R6F20_RN1RP1')",174.7050754031003,50465
"('VT2', '20180222-57NYooVH-VT__R6F20_RN1RP1')",174.72304599947088,50519
"('VT26', '20180222-24WIooVH-VG__R9F1_RN1RP3')",174.74968709379704,63518
"('VT36', '20180222-57NYsaVH-VT__R6F9_RN1RP2')",174.94166324131484,58113
"('VT15', '20180222-57WIooVH-VT__R6F15_RN1RP2')",174.9836337260033,47738
"('VT43', '20180222-71OOsaSL-VV__R2F13_RN2RP3')",175.17904579979225,51935
"('VT35', '20180222-24NYsaVH-VG__R3F17_RN1RP3')",175.27876431856882,61254
"('VT3', '20180222-57WIooVH-VT__R6F15_RN1RP2')",175.4496151859619,47735
"('VT31', '20180222-24WIsaVL-VG__R3F13_RN1RP2')",175.45148998653835,51704
"('VT27', '20180222-57WIooVB-VT__R4F6_RN1RP3')",175.45173492353632,66821
"('VT12', '20180222-57WIooVH-VT__R6F15_RN1RP2')",175.49466290430433,47726
"('VT22', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",175.62286324023233,65779
"('VT42', '20180222-71OOsaSL-VV__R2F11_RN2RP1')",175.6507761280251,37709
"('VT44', '20180222-57OOsaVH-VT__R6F13_RN1RP3')",175.72691027703092,68698
"('VT8', '20180222-57WIooVH-VT__R6F15_RN1RP2')",175.88112215588356,47763
"('VT43', '20180222-71OOsaSL-VV__R2F12_RN2RP2')",176.16315465491354,51913
"('VT35', '20180222-24WIooVH-VG__R5F11_RN1RP2')",176.2002364240717,58514
"('VT27', '20180222-24OOooVH-VG__R9F10_RN1RP2')",176.43171575420314,65287
"('VT34', '20180222-24WIsaVH-VG__R3F11_RN1RP3')",176.46483572392722,52944
"('VT27', '20180222-24WIooVL-VG__R9F2_RN1RP1')",176.51113753488502,65287
"('VT31', '20180222-57WIooVB-VT__R4F6_RN1RP3')",176.5560309567612,52591
"('VT27', '20180222-24NYooVH-VG__R9F8_RN1RP3')",176.56250717274486,65285
"('VT34', '20180222-71NYsaSL-VV__R2F10_RN2RP3')",176.60808041541836,55610
"('VT24', '20180222-24WIsaVL-VG__R3F12_RN1RP1')",176.6900609685618,64947
"('VT25', '20180222-71NYsaSL-VV__R2F10_RN2RP3')",176.70967945972745,67476
"('VT39', '20180222-71OOsaSL-VV__R2F11_RN2RP1')",176.84439331141823,40520
"('VT36', '20180222-57OOsaVH-VT__R6F12_RN1RP2')",176.94543488836126,59159
"('VT24', '20180222-24WIooVL-VG__R9F3_RN1RP2')",177.03274808785204,64212
"('VT39', '20180222-71NYsaSL-VV__R2F10_RN2RP3')",177.1408236800491,40426
"('VT27', '20180222-24OOooVH-VG__R9F11_RN1RP3')",177.20863072788526,65287
"('VT43', '20180222-57WIsaVL-VT__R6F4_RN1RP1')",177.24515755790947,65665
"('VT44', '20180222-57WIsaVL-VT__R6F4_RN1RP1')",177.2489816342756,67666
"('VT25', '20180222-71OOsaSL-VV__R2F11_RN2RP1')",177.3341762902923,67554
"('VT50', '20180222-57WIooVL-VT__R6F19_RN1RP3')",177.56246622502766,57005
"('VT34', '20180222-71OOsaSL-VV__R2F11_RN2RP1')",177.61505361909263,55699
"('VT32', '20180222-24WIsaVL-VG__R3F14_RN1RP3')",177.68292947397447,54206
"('VT12', '20180222-57NYooVH-VT__R6F20_RN1RP1')",177.74709733984707,50421
"('VT40', '20180222-57WIooVL-VT__R6F17_RN1RP1')",177.75122333181685,63505
"('VT34', '20180222-24WIooVL-VG__R9F3_RN1RP2')",177.79215473130637,52909
"('VT48', '20180222-57WIooVH-VT__R6F15_RN1RP2')",177.99363885930623,61416
"('VT19', '20180222-24WIooVH-VG__R9F1_RN1RP3')",178.0251778214811,65591
"('VT30', '20180222-70OOooVH-VT__R7F4_RN1RP3')",178.06136000960407,52911
"('VT9', '20180222-57WIooVH-VT__R6F15_RN1RP2')",178.0834925179279,47804
"('VT13', '20180222-57NYooVH-VT__R6F20_RN1RP1')",178.10820924933844,50475
"('VT36', '20180222-57NYsaVH-VT__R6F10_RN1RP3')",178.23168889102755,58239
"('VT26', '20180222-57WIooVB-VT__R4F5_RN1RP2')",178.2661537153498,65200
"('VT46', '20180222-57WIooVH-VT__R6F16_RN1RP3')",178.54464957383723,64467
"('VT21', '20180222-24WIooVL-VG__R9F4_RN1RP3')",178.58150977184135,65309
"('VT29', '20180222-71NYsaSL-VV__R2F10_RN2RP3')",178.65698824390074,59752
"('VT27', '20180222-71NYsaSL-VV__R2F10_RN2RP3')",178.71576618181834,67457
"('VT39', '20180222-57WIooVL-VT__R6F19_RN1RP3')",178.8067684351647,57232
"('VT5', '20180222-57WIooVL-VT__R6F17_RN1RP1')",178.81118079983892,47400
"('VT42', '20180222-71OOsaSL-VV__R2F12_RN2RP2')",178.93491375134326,37694
"('VT27', '20180222-71OOsaSL-VV__R2F11_RN2RP1')",179.15649144712773,67534
"('VT42', '20180222-71OOsaSL-VV__R2F13_RN2RP3')",179.1789545957589,37721
"('VT39', '20180222-57WIooVB-VT__R4F6_RN1RP3')",179.18429104377464,39514
"('VT35', '20180222-71NYsaSL-VV__R2F10_RN2RP3')",179.22157148112413,61021
"('VT29', '20180222-71OOsaSL-VV__R2F11_RN2RP1')",179.57139645184884,59847
"('VT31', '20180222-24NYooVH-VG__R9F6_RN1RP2')",179.5756499973712,50611
"('VT34', '20180222-24WIsaVL-VG__R3F13_RN1RP2')",179.69833800129672,53952
"('VT19', '20180222-24NYsaVH-VG__R3F17_RN1RP3')",179.8717394063131,67846
"('VT4', '20180222-57NYooVH-VT__R6F20_RN1RP1')",180.10051080118623,50572
"('VT17', '20180222-57WIooVH-VT__R6F15_RN1RP2')",180.12444055797707,47774
"('VT25', '20180222-71OOsaSL-VV__R2F13_RN2RP3')",180.2053655088348,67571
"('VT35', '20180222-24OOsaVH-VG__R3F20_RN1RP3')",180.26213705422006,58629
"('VT35', '20180222-57WIooVB-VT__R4F5_RN1RP2')",180.3011206652071,60363
"('VT29', '20180222-24WIsaVL-VG__R3F14_RN1RP3')",180.3305416767919,59905
"('VT34', '20180222-71OOsaSL-VV__R2F13_RN2RP3')",180.34866337308142,55711
"('VT31', '20180222-24OOooVH-VG__R9F9_RN1RP1')",180.44946087807102,50610
"('VT39', '20180222-71OOsaSL-VV__R2F13_RN2RP3')",180.46750117929724,40525
"('VT39', '20180222-71OOsaSL-VV__R2F12_RN2RP2')",180.52017695109933,40510
"('VT42', '20180222-57WIooVB-VT__R4F5_RN1RP2')",180.5496343940634,36808
"('VT43', '20180222-57WIsaVH-VT__R6F1_RN1RP1')",180.65963923012885,65698
"('VT25', '20180222-71OOsaSL-VV__R2F12_RN2RP2')",180.6797283665666,67555
"('VT26', '20180222-71NYsaSL-VV__R2F10_RN2RP3')",180.76933883157386,65750
"('VT34', '20180222-24OOooVH-VG__R9F9_RN1RP1')",180.7981974853915,52918
"('VT35', '20180222-71OOsaSL-VV__R2F11_RN2RP1')",180.80570918376085,61113
"('VT34', '20180222-24NYooVH-VG__R9F6_RN1RP2')",180.8101546561365,52914
"('VT26', '20180222-71OOsaSL-VV__R2F11_RN2RP1')",180.85335685980382,65833
"('VT34', '20180222-71OOsaSL-VV__R2F12_RN2RP2')",180.93765657228957,55694
"('VT30', '20180222-57NYooVH-VT__R7F2_RN1RP3')",181.1825650342103,61498
"('VT7', '20180222-57WIooVH-VT__R6F15_RN1RP2')",181.18605714001617,48025
"('VT40', '20180222-57WIooVH-VT__R6F16_RN1RP3')",181.56561143335514,64239
"('VT33', '20180222-57OOooVH-VT__R7F3_RN1RP1')",181.75964961747337,54708
"('VT25', '20180222-24WIooVL-VG__R9F4_RN1RP3')",181.78873621902528,65324
"('VT26', '20180222-24WIooVH-VG__R5F11_RN1RP2')",181.85924414531414,63526
"('VT1', '20180222-57WIooVH-VT__R6F15_RN1RP2')",182.09163949733116,47865
"('VT20', '20180222-24NYsaVH-VG__R3F16_RN1RP2')",182.106420107324,69682
"('VT10', '20180222-57WIooVH-VT__R6F15_RN1RP2')",182.2495075512513,47767
"('VT43', '20180222-57WIooVH-VT__R6F14_RN1RP1')",182.2584293346552,64523
"('VT27', '20180222-71OOsaSL-VV__R2F13_RN2RP3')",182.27351101045878,67542
"('VT24', '20180222-24NYooVH-VG__R9F6_RN1RP2')",182.33060717716705,64210
"('VT29', '20180222-71OOsaSL-VV__R2F12_RN2RP2')",182.46776482868302,59842
"('VT5', '20180222-57WIooVH-VT__R6F16_RN1RP3')",182.4980284015331,49209
"('VT36', '20180222-57WIooVL-VT__R6F18_RN1RP2')",182.58232511932343,55276
"('VT43', '20180222-57WIooVB-VT__R4F5_RN1RP2')",182.62841555822072,51145
"('VT35', '20180222-24WIooVH-VG__R5F10_RN1RP1')",182.6833336987726,58520
"('VT28', '20180222-57WIsaVL-VT__R6F5_RN1RP2')",182.70641024064435,61259
"('VT47', '20180222-57WIooVB-VT__R4F5_RN1RP2')",182.7548782019037,43265
"('VT42', '20180222-57WIooVB-VT__R4F6_RN1RP3')",182.76184471492957,36712
"('VT28', '20180222-57NYsaVH-VT__R6F8_RN1RP1')",182.81487275153484,61373
"('VT27', '20180222-71OOsaSL-VV__R2F12_RN2RP2')",182.89283730852134,67537
"('VT26', '20180222-24OOsaVH-VG__R3F20_RN1RP3')",182.8965149397956,63636
"('VT25', '20180222-24NYsaVH-VG__R3F17_RN1RP3')",182.90862905347257,67658
"('VT24', '20180222-24OOooVH-VG__R9F9_RN1RP1')",182.91266525107164,64210
"('VT29', '20180222-57WIooVB-VT__R4F5_RN1RP2')",182.92267870387812,59075
"('VT34', '20180222-24WIsaVH-VG__R3F10_RN1RP2')",182.9703198778231,52948
"('VT29', '20180222-71OOsaSL-VV__R2F13_RN2RP3')",183.00873188711228,59854
"('VT26', '20180222-57WIooVB-VT__R4F6_RN1RP3')",183.0092694655867,65108
"('VT31', '20180222-24WIsaVL-VG__R3F12_RN1RP1')",183.009936187849,51605
"('VT43', '20180222-57WIsaVH-VT__R6F3_RN1RP3')",183.04451144284542,65689
"('VT15', '20180222-57NYooVH-VT__R6F20_RN1RP1')",183.0824896633973,50440
"('VT46', '20180222-57WIsaVH-VT__R6F2_RN1RP2')",183.25041791699974,65586
"('VT47', '20180222-71OOsaSL-VV__R2F11_RN2RP1')",183.29092212448347,44120
"('VT16', '20180222-57WIooVH-VT__R6F15_RN1RP2')",183.35436481241476,47886
"('VT44', '20180222-57WIsaVH-VT__R6F1_RN1RP1')",183.52702824510442,67642
"('VT35', '20180222-71OOsaSL-VV__R2F13_RN2RP3')",183.57270109854423,61134
"('VT44', '20180222-57WIooVH-VT__R6F14_RN1RP1')",183.70498404295247,66704
"('VT41', '20180222-57WIooVL-VT__R6F19_RN1RP3')",183.88055403035736,56376
"('VT31', '20180222-24OOooVH-VG__R9F10_RN1RP2')",183.9555381094616,50611
"('VT31', '20180222-24WIsaVH-VG__R3F10_RN1RP2')",183.99509220802335,50650
"('VT14', '20180222-57WIooVL-VT__R6F17_RN1RP1')",184.01200619186017,47388
"('VT27', '20180222-24WIsaVH-VG__R3F11_RN1RP3')",184.10545712094657,65310
"('VT41', '20180222-71OOsaSL-VV__R2F11_RN2RP1')",184.23085090251524,38467
"('VT45', '20180222-57WIooVL-VT__R6F17_RN1RP1')",184.23886657037116,63057
"('VT44', '20180222-57WIooVB-VT__R4F5_RN1RP2')",184.3515582142085,56386
"('VT35', '20180222-71OOsaSL-VV__R2F12_RN2RP2')",184.36995103829165,61116
"('VT46', '20180222-57OOooVH-VT__R8F11_RN1RP3')",184.44886757502098,62307
"('VT41', '20180222-71NYsaSL-VV__R2F10_RN2RP3')",184.5217021869384,38358
"('VT31', '20180222-24WIooVL-VG__R9F2_RN1RP1')",184.53963807947486,50617
"('VT31', '20180222-24NYooVH-VG__R9F8_RN1RP3')",184.6050109565034,50607
"('VT34', '20180222-24NYooVH-VG__R9F8_RN1RP3')",184.62876218487963,52909
"('VT31', '20180222-24OOooVH-VG__R9F11_RN1RP3')",184.6792821866115,50612
"('VT27', '20180222-24NYsaVH-VG__R3F15_RN1RP1')",184.71434130972972,65727
"('VT26', '20180222-71OOsaSL-VV__R2F13_RN2RP3')",184.96877932786632,65848
"('VT26', '20180222-71OOsaSL-VV__R2F12_RN2RP2')",185.0153939817014,65833
"('VT34', '20180222-24WIsaVL-VG__R3F12_RN1RP1')",185.06577427158106,53833
"('VT48', '20180222-57NYooVH-VT__R6F20_RN1RP1')",185.1448339772172,62804
"('VT19', '20180222-24OOsaVH-VG__R3F20_RN1RP3')",185.1991450042738,65680
"('VT22', '20180222-71NYsaSL-VV__R2F10_RN2RP3')",185.21991798068674,67749
"('VT43', '20180222-24NYooVH-VG__R9F5_RN1RP1')",185.26367803699955,49193
"('VT47', '20180222-71NYsaSL-VV__R2F10_RN2RP3')",185.28210049880434,44019
"('VT10', '20180222-57NYooVH-VT__R6F20_RN1RP1')",185.2985029502569,50476
"('VT44', '20180222-57WIsaVH-VT__R6F3_RN1RP3')",185.42541258068067,67651
"('VT34', '20180222-24WIooVL-VG__R9F2_RN1RP1')",185.45007020215075,52917
"('VT35', '20180222-57WIooVB-VT__R4F6_RN1RP3')",185.57865027603046,60273
"('VT21', '20180222-24WIooVH-VG__R9F1_RN1RP3')",185.70321667880475,65330
"('VT40', '20180222-57WIsaVH-VT__R6F2_RN1RP2')",185.73539502187614,65395
"('VT46', '20180222-57WIsaVL-VT__R6F6_RN1RP3')",185.84846912743387,65973
"('VT43', '20180222-24WIsaVL-VG__R3F13_RN1RP2')",185.90328628639406,50143
"('VT22', '20180222-71OOsaSL-VV__R2F11_RN2RP1')",185.95664361330574,67838
"('VT26', '20180222-24NYsaVH-VG__R3F16_RN1RP2')",185.98178351948843,65954
"('VT42', '20180222-57WIooVL-VT__R6F19_RN1RP3')",186.08097994072259,55788
"('VT21', '20180222-24NYsaVH-VG__R3F17_RN1RP3')",186.13677100371,67630
"('VT5', '20180222-57OOooVH-VT__R8F11_RN1RP3')",186.14437930831366,43479
"('VT1', '20180222-57NYooVH-VT__R6F20_RN1RP1')",186.1530669732928,50553
"('VT50', '20180222-71OOsaSL-VV__R2F11_RN2RP1')",186.3501707019658,40281
"('VT24', '20180222-71NYsaSL-VV__R2F10_RN2RP3')",186.3789490859105,66348
"('VT50', '20180222-57WIooVB-VT__R4F5_RN1RP2')",186.43962630174087,39415
"('VT17', '20180222-57NYooVH-VT__R6F20_RN1RP1')",186.54447607715227,50461
"('VT50', '20180222-71NYsaSL-VV__R2F10_RN2RP3')",186.69781391620356,40194
"('VT24', '20180222-24OOooVH-VG__R9F10_RN1RP2')",186.71840547091284,64214
"('VT29', '20180222-57WIooVB-VT__R4F6_RN1RP3')",186.95382551849445,58984
"('VT24', '20180222-24WIooVL-VG__R9F2_RN1RP1')",186.98504864045339,64215
"('VT28', '20180222-70OOooVH-VT__R7F4_RN1RP3')",187.04473857017805,52220
"('VT35', '20180222-24NYsaVH-VG__R3F16_RN1RP2')",187.0939638594368,61272
"('VT24', '20180222-24NYooVH-VG__R9F8_RN1RP3')",187.09592673293983,64208
"('VT49', '20180222-57WIooVB-VT__R4F5_RN1RP2')",187.1114382295229,49330
"('VT47', '20180222-57WIooVB-VT__R4F6_RN1RP3')",187.13309658419703,43171
"('VT40', '20180222-57OOooVH-VT__R8F11_RN1RP3')",187.23104395163676,61895
"('VT47', '20180222-71OOsaSL-VV__R2F13_RN2RP3')",187.3299805935237,44121
"('VT24', '20180222-71OOsaSL-VV__R2F11_RN2RP1')",187.37795080467825,66420
"('VT7', '20180222-57NYooVH-VT__R6F20_RN1RP1')",187.48581121322053,50678
"('VT34', '20180222-24OOooVH-VG__R9F10_RN1RP2')",187.54773272964505,52916
"('VT47', '20180222-71OOsaSL-VV__R2F12_RN2RP2')",187.5678429032407,44103
"('VT24', '20180222-24OOooVH-VG__R9F11_RN1RP3')",187.66740711631064,64212
"('VT46', '20180222-57NYsaVH-VT__R6F9_RN1RP2')",187.73081797746985,65943
"('VT8', '20180222-57NYooVH-VT__R6F20_RN1RP1')",187.7604045479347,50474
"('VT23', '20180222-71NYsaSL-VV__R2F10_RN2RP3')",187.83179456132558,66200
"('VT22', '20180222-24WIooVL-VG__R9F4_RN1RP3')",187.88143677177945,65763
"('VT43', '20180222-57WIooVB-VT__R4F6_RN1RP3')",187.89471564575925,51053
"('VT46', '20180222-57OOsaVH-VT__R6F12_RN1RP2')",187.90746460420814,66887
"('VT34', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",187.93435803630769,52949
