,Positive,Negative,Proportion
"('VT24', '20180222-24WIsaVH-VG__R3F11_RN1RP3')",34,64208,0.0005292487780579683
"('VT14', '20180222-71OOooPA-VV__R5F2_RN1RP2')",1,1888,0.0005293806246691371
"('VT35', '20180222-24WIooVL-VG__R9F3_RN1RP2')",31,58445,0.0005301320199740064
"('VT35', '20180222-71WIsaSL-VV__R2F1_RN2RP1')",31,58435,0.0005302226935312832
"('VT37', '20180222-24WIooVL-VG__R9F4_RN1RP3')",15,28262,0.0005304664568377127
"('VT37', '20180222-24WIooVL-VG__R9F3_RN1RP2')",15,28253,0.0005306353473892741
"('VT23', '20180222-24OOooVH-VG__R9F10_RN1RP2')",34,63968,0.0005312333989562826
"('VT44', '20180222-24OOooVH-VG__R9F9_RN1RP1')",29,54526,0.0005315736412794428
"('VT28', '20180222-24OOsaVH-VG__R3F18_RN1RP1')",27,50732,0.0005319253728402845
"('VT19', '20180222-24OOsaVH-VG__R3F18_RN1RP1')",36,67639,0.0005319541928333949
"('VT22', '20180222-24WIsaVH-VG__R3F11_RN1RP3')",35,65752,0.0005320200039521486
"('VT30', '20180222-24WIsaVH-VG__R3F11_RN1RP3')",26,48788,0.0005326340803867743
"('VT31', '20180222-24WIsaVH-VG__R3F11_RN1RP3')",27,50624,0.0005330595644705929
"('VT31', '20180222-24WIooVH-VG__R9F1_RN1RP3')",27,50621,0.0005330911388406255
"('VT31', '20180222-24NYooVH-VG__R9F5_RN1RP1')",27,50584,0.0005334808638438284
"('VT33', '20180222-24WIsaVH-VG__R3F10_RN1RP2')",24,44946,0.000533689126084056
"('VT36', '20180222-24WIooVH-VG__R5F11_RN1RP2')",22,41194,0.0005337732919254659
"('VT19', '20180222-24WIooVL-VG__R9F4_RN1RP3')",35,65535,0.0005337806923898125
"('VT27', '20180222-24WIooVH-VG__R5F11_RN1RP2')",35,65287,0.0005358072318667524
"('VT45', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",26,48488,0.0005359277734262275
"('VT45', '20180222-24WIooVL-VG__R9F3_RN1RP2')",26,48469,0.0005361377461593978
"('VT3', '20180222-71NYsaSL-VV__R2F10_RN2RP3')",3,5589,0.000536480686695279
"('VT46', '20180222-24OOooVH-VG__R9F10_RN1RP2')",27,50153,0.000538062973296134
"('VT50', '20180222-71OOooPA-VV__R5F3_RN1RP3')",20,37114,0.0005385899714547316
"('VT29', '20180222-24WIsaVH-VG__R3F11_RN1RP3')",31,57142,0.0005422139821244294
"('VT29', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",31,57140,0.000542232950271991
"('VT36', '20180222-24OOsaVH-VG__R3F19_RN1RP2')",24,44235,0.0005422625906595269
"('VT35', '20180222-57WIooVB-VT__R4F4_RN1RP1')",33,60772,0.0005427185264369706
"('VT28', '20180222-24WIooVH-VG__R9F1_RN1RP3')",26,47828,0.0005433192627575542
"('VT28', '20180222-24WIsaVH-VG__R3F11_RN1RP3')",26,47823,0.0005433760371167632
"('VT8', '20180222-57OOooVH-VT__R7F3_RN1RP1')",24,44136,0.0005434782608695652
"('VT23', '20180222-24OOsaVH-VG__R3F19_RN1RP2')",36,66179,0.0005436834554104055
"('VT28', '20180222-24NYooVH-VG__R9F6_RN1RP2')",26,47789,0.0005437624176513646
"('VT28', '20180222-24NYooVH-VG__R9F5_RN1RP1')",26,47787,0.0005437851630309749
"('VT15', '20180222-57OOooVH-VT__R7F3_RN1RP1')",24,44072,0.0005442670537010159
"('VT48', '20180222-24WIooVL-VG__R9F2_RN1RP1')",24,44018,0.0005449343808183098
"('VT30', '20180222-57WIooVB-VT__R4F4_RN1RP1')",28,51342,0.0005450652131594316
"('VT32', '20180222-24WIooVH-VG__R9F1_RN1RP3')",28,51221,0.0005463521239438818
"('VT40', '20180222-24NYooVH-VG__R9F6_RN1RP2')",27,49380,0.0005464812678365414
"('VT32', '20180222-24NYooVH-VG__R9F6_RN1RP2')",28,51178,0.0005468109205952427
"('VT22', '20180222-24WIsaVH-VG__R3F10_RN1RP2')",36,65755,0.0005471873052545181
"('VT20', '20180222-24WIooVH-VG__R5F10_RN1RP1')",37,67503,0.0005478235119928931
"('VT43', '20180222-24OOooVH-VG__R9F10_RN1RP2')",27,49171,0.000548802796861661
"('VT43', '20180222-71WIsaSL-VV__R2F3_RN2RP3')",27,49126,0.0005493052306064736
"('VT44', '20180222-24WIsaVH-VG__R3F10_RN1RP2')",30,54535,0.0005498029872628975
"('VT44', '20180222-24NYooVH-VG__R9F8_RN1RP3')",30,54522,0.0005499340079190497
"('VT25', '20180222-24NYooVH-VG__R9F5_RN1RP1')",36,65289,0.0005510907003444317
"('VT30', '20180222-24NYooVH-VG__R9F6_RN1RP2')",27,48748,0.0005535622757560226
"('VT29', '20180222-57WIooVB-VT__R4F4_RN1RP1')",33,59483,0.0005544727468243833
"('VT33', '20180222-24WIsaVH-VG__R3F11_RN1RP3')",25,44939,0.0005560003558402277
"('VT45', '20180222-24WIooVL-VG__R9F2_RN1RP1')",27,48472,0.0005567125095362791
"('VT45', '20180222-24NYooVH-VG__R9F6_RN1RP2')",27,48470,0.000556735468173289
"('VT46', '20180222-24WIooVL-VG__R9F2_RN1RP1')",28,50150,0.0005580134720395393
"('VT39', '20180222-24OOooVH-VG__R9F10_RN1RP2')",21,37371,0.000561617458279846
"('VT5', '20180222-71WIooPA-VV__R2F19_RN2RP2')",1,1779,0.0005617977528089888
"('VT20', '20180222-71WIsaSV-VV__R2F4_RN2RP1')",38,67594,0.0005618642062928791
"('VT23', '20180222-24WIooVH-VG__R5F10_RN1RP1')",36,64009,0.000562104770083535
"('VT22', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",37,65751,0.0005624125980421961
"('VT7', '20180222-71WIsaSV-VV__R2F6_RN2RP3')",2,3552,0.0005627462014631402
"('VT20', '20180222-24WIsaVH-VG__R3F11_RN1RP3')",38,67482,0.0005627962085308056
"('VT35', '20180222-71WIsaSL-VV__R2F3_RN2RP3')",33,58432,0.0005644402634054562
"('VT50', '20180222-71OOooPA-VV__R5F2_RN1RP2')",21,37113,0.0005655194700274681
"('VT37', '20180222-24NYooVH-VG__R9F5_RN1RP1')",16,28255,0.0005659509744968342
"('VT34', '20180222-24WIooVH-VG__R5F10_RN1RP1')",30,52943,0.0005663262416702848
"('VT25', '20180222-24WIooVL-VG__R9F2_RN1RP1')",37,65293,0.00056635542629726
"('VT40', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",28,49402,0.0005664576168318835
"('VT27', '20180222-24WIsaVH-VG__R3F11_RN1RP3')",37,65276,0.0005665028401696447
"('VT34', '20180222-24WIooVH-VG__R9F1_RN1RP3')",30,52925,0.000566518742328392
"('VT40', '20180222-24WIooVH-VG__R9F1_RN1RP3')",28,49395,0.0005665378467515124
"('VT40', '20180222-24NYooVH-VG__R9F5_RN1RP1')",28,49377,0.0005667442566541848
"('VT40', '20180222-24OOooVH-VG__R9F9_RN1RP1')",28,49377,0.0005667442566541848
"('VT12', '20180222-57OOooVH-VT__R7F3_RN1RP1')",25,44060,0.0005670863105364637
"('VT48', '20180222-24WIsaVH-VG__R3F11_RN1RP3')",25,44032,0.0005674467167532969
"('VT38', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",18,31679,0.0005678770861595735
"('VT2', '20180222-24NYsaVH-VG__R3F16_RN1RP2')",4,7035,0.000568262537292229
"('VT44', '20180222-24NYooVH-VG__R9F5_RN1RP1')",31,54519,0.0005682859761686526
"('VT38', '20180222-24NYooVH-VG__R9F5_RN1RP1')",18,31640,0.0005685766630867395
"('VT43', '20180222-24WIooVL-VG__R9F2_RN1RP1')",28,49171,0.0005691172584808634
"('VT49', '20180222-24WIooVH-VG__R9F1_RN1RP3')",27,47326,0.0005701856270985999
"('VT49', '20180222-24OOooVH-VG__R9F9_RN1RP1')",27,47309,0.0005703904005408146
"('VT24', '20180222-24OOsaVH-VG__R3F18_RN1RP1')",38,66345,0.0005724357139629122
"('VT30', '20180222-24WIooVH-VG__R9F1_RN1RP3')",28,48786,0.0005736059327242184
"('VT2', '20180222-24NYsaVH-VG__R3F17_RN1RP3')",4,6963,0.0005741352088416823
"('VT45', '20180222-24NYooVH-VG__R9F5_RN1RP1')",28,48469,0.0005773553003278553
"('VT29', '20180222-24WIooVL-VG__R9F4_RN1RP3')",33,57122,0.0005773773073221941
"('VT23', '20180222-24WIooVH-VG__R5F11_RN1RP2')",37,64006,0.0005777368330652842
"('VT26', '20180222-71NYsaSL-VV__R2F10_RN2RP3')",38,65735,0.0005777446672646831
"('VT46', '20180222-24NYooVH-VG__R9F6_RN1RP2')",29,50145,0.0005779885996731375
"('VT33', '20180222-24NYooVH-VG__R9F5_RN1RP1')",26,44907,0.0005786393074132597
"('VT33', '20180222-24WIooVL-VG__R9F3_RN1RP2')",26,44906,0.000578652185524793
"('VT19', '20180222-24WIsaVH-VG__R3F11_RN1RP3')",38,65547,0.0005794007776168331
"('VT27', '20180222-71WIsaSV-VV__R2F4_RN2RP1')",38,65382,0.0005808621216753287
"('VT21', '20180222-24WIsaVH-VG__R3F11_RN1RP3')",38,65294,0.0005816445233576196
"('VT27', '20180222-24WIooVH-VG__R9F1_RN1RP3')",38,65273,0.0005818315444565234
"('VT26', '20180222-24WIooVH-VG__R9F1_RN1RP3')",37,63489,0.000582438686522054
"('VT47', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",24,41094,0.0005836859769444039
"('VT47', '20180222-24OOooVH-VG__R9F9_RN1RP1')",24,41075,0.0005839558140100733
"('VT47', '20180222-24OOooVH-VG__R9F11_RN1RP3')",24,41070,0.0005840268652358008
"('VT32', '20180222-24WIsaVH-VG__R3F11_RN1RP3')",30,51213,0.0005854458169896376
"('VT34', '20180222-24OOooVH-VG__R9F9_RN1RP1')",31,52890,0.0005857788023657905
"('VT44', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",32,54533,0.0005864565197470906
"('VT40', '20180222-24WIsaVH-VG__R3F11_RN1RP3')",29,49396,0.0005867475973697522
"('VT40', '20180222-24NYooVH-VG__R9F8_RN1RP3')",29,49375,0.0005869970042911505
"('VT43', '20180222-71WIsaSV-VV__R2F4_RN2RP1')",29,49308,0.000587794150434765
"('VT7', '20180222-57WIooVB-VT__R4F6_RN1RP3')",3,5090,0.0005890437855880621
"('VT48', '20180222-24NYooVH-VG__R9F8_RN1RP3')",26,44011,0.0005904126075799896
"('VT50', '20180222-24NYooVH-VG__R9F6_RN1RP2')",22,37214,0.0005908260822859599
"('VT24', '20180222-24WIooVH-VG__R5F11_RN1RP2')",38,64221,0.0005913568527365817
"('VT25', '20180222-24OOsaVH-VG__R3F19_RN1RP2')",40,67446,0.0005927155261832084
"('VT41', '20180222-24WIsaVH-VG__R3F11_RN1RP3')",21,35377,0.000593253856150065
"('VT5', '20180222-57WIooVB-VT__R4F4_RN1RP1')",3,5052,0.0005934718100890207
"('VT41', '20180222-24NYooVH-VG__R9F5_RN1RP1')",21,35351,0.0005936899242338573
"('VT29', '20180222-24WIsaVH-VG__R3F10_RN1RP2')",34,57140,0.0005946759016336097
"('VT28', '20180222-57WIooVB-VT__R4F4_RN1RP1')",30,50411,0.0005947542673618683
"('VT21', '20180222-24WIooVH-VG__R5F10_RN1RP1')",39,65306,0.0005968321983319306
"('VT26', '20180222-71WIsaSV-VV__R2F4_RN2RP1')",38,63613,0.0005970055458673077
"('VT45', '20180222-24OOooVH-VG__R9F11_RN1RP3')",29,48469,0.0005979628025897975
"('VT46', '20180222-71WIsaSL-VV__R2F3_RN2RP3')",30,50124,0.000598157674362962
"('VT33', '20180222-24WIooVH-VG__R5F11_RN1RP2')",27,44973,0.0006
"('VT38', '20180222-24OOooVH-VG__R9F9_RN1RP1')",19,31638,0.0006001832138231671
"('VT38', '20180222-24NYooVH-VG__R9F6_RN1RP2')",19,31637,0.0006002021733636593
"('VT33', '20180222-71WIsaSL-VV__R2F3_RN2RP3')",27,44899,0.0006009882918577216
"('VT37', '20180222-24NYooVH-VG__R9F8_RN1RP3')",17,28256,0.0006012803735012202
"('VT37', '20180222-24OOooVH-VG__R9F11_RN1RP3')",17,28248,0.0006014505572262516
"('VT18', '20180222-71WIsaSV-VV__R2F5_RN2RP2')",2,3323,0.0006015037593984962
"('VT37', '20180222-71OOooPA-VV__R5F2_RN1RP2')",17,28141,0.0006037360607997727
"('VT36', '20180222-24WIooVH-VG__R9F1_RN1RP3')",25,41172,0.0006068403039056242
"('VT42', '20180222-24NYooVH-VG__R9F8_RN1RP3')",21,34535,0.0006077092256048153
"('VT26', '20180222-24OOsaVH-VG__R3F19_RN1RP2')",40,65728,0.000608198515995621
"('VT43', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",30,49178,0.0006096569663469355
"('VT43', '20180222-24OOooVH-VG__R9F9_RN1RP1')",30,49166,0.0006098056752581511
"('VT9', '20180222-57OOooVH-VT__R7F3_RN1RP1')",27,44163,0.0006109979633401223
"('VT14', '20180222-57OOooVH-VT__R7F3_RN1RP1')",27,44095,0.0006119396219573003
"('VT29', '20180222-24WIooVH-VG__R5F10_RN1RP1')",35,57155,0.0006119951040391676
"('VT25', '20180222-24WIooVH-VG__R5F11_RN1RP2')",40,65316,0.0006120325601321991
"('VT5', '20180222-57OOooVH-VT__R7F3_RN1RP1')",27,44082,0.000612119975515201
"('VT27', '20180222-24WIsaVH-VG__R3F10_RN1RP2')",40,65273,0.0006124355028861023
"('VT48', '20180222-24WIooVH-VG__R5F11_RN1RP2')",27,44057,0.0006124671082478904
"('VT49', '20180222-24WIsaVH-VG__R3F11_RN1RP3')",29,47320,0.0006124733362901011
"('VT49', '20180222-24NYooVH-VG__R9F5_RN1RP1')",29,47303,0.0006126933153046565
"('VT48', '20180222-24WIooVL-VG__R9F4_RN1RP3')",27,44017,0.0006130233402960676
"('VT39', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",23,37391,0.0006147431442775432
"('VT36', '20180222-57WIooVB-VT__R4F4_RN1RP1')",27,43882,0.0006149081053998042
"('VT39', '20180222-24OOooVH-VG__R9F9_RN1RP1')",23,37366,0.0006151541897349488
"('VT44', '20180222-57WIooVB-VT__R4F4_RN1RP1')",35,56775,0.0006160887167752157
"('VT46', '20180222-24WIooVH-VG__R9F1_RN1RP3')",31,50164,0.0006175913935650961
"('VT46', '20180222-24OOooVH-VG__R9F11_RN1RP3')",31,50145,0.0006178252551020409
"('VT45', '20180222-24NYooVH-VG__R9F8_RN1RP3')",30,48467,0.0006185949646369879
"('VT6', '20180222-71WIsaSV-VV__R2F6_RN2RP3')",2,3225,0.0006197706848466068
"('VT41', '20180222-24NYooVH-VG__R9F6_RN1RP2')",22,35350,0.0006219608730068981
"('VT33', '20180222-24WIooVH-VG__R5F10_RN1RP1')",28,44977,0.0006221530941006555
"('VT27', '20180222-24OOsaVH-VG__R3F19_RN1RP2')",42,67416,0.0006226096237658987
"('VT44', '20180222-24WIooVL-VG__R9F3_RN1RP2')",34,54517,0.0006232699675532987
"('VT41', '20180222-71OOooPA-VV__R5F1_RN1RP1')",22,35258,0.0006235827664399093
"('VT34', '20180222-71WIsaSL-VV__R2F3_RN2RP3')",33,52863,0.0006238656987295826
"('VT10', '20180222-57NYooVH-VT__R7F2_RN1RP3')",34,54449,0.0006240478681423564
"('VT7', '20180222-24OOsaVH-VG__R3F18_RN1RP1')",4,6381,0.0006264682850430697
"('VT28', '20180222-24WIsaVH-VG__R3F10_RN1RP2')",30,47823,0.0006269199423233653
"('VT25', '20180222-24WIooVH-VG__R5F10_RN1RP1')",41,65317,0.000627314177300407
"('VT40', '20180222-24WIooVL-VG__R9F4_RN1RP3')",31,49379,0.0006274033596437968
"('VT32', '20180222-24OOsaVH-VG__R3F19_RN1RP2')",34,54020,0.000629000629000629
"('VT44', '20180222-24OOsaVH-VG__R3F19_RN1RP2')",36,56981,0.0006313906378799305
"('VT31', '20180222-24WIooVH-VG__R5F10_RN1RP1')",32,50642,0.0006314875478549158
"('VT18', '20180222-24WIsaVL-VG__R3F12_RN1RP1')",3,4747,0.0006315789473684211
"('VT31', '20180222-71WIsaSL-VV__R2F1_RN2RP1')",32,50567,0.0006324235656831162
"('VT18', '20180222-24OOsaVH-VG__R3F20_RN1RP3')",2,3160,0.0006325110689437065
"('VT30', '20180222-71WIsaSV-VV__R2F4_RN2RP1')",31,48914,0.0006333639799775258
"('VT49', '20180222-24NYooVH-VG__R9F8_RN1RP3')",30,47299,0.0006338608464155169
"('VT30', '20180222-24WIooVL-VG__R9F2_RN1RP1')",31,48749,0.0006355063550635506
"('VT43', '20180222-24OOsaVH-VG__R3F19_RN1RP2')",33,51836,0.0006362181649925775
"('VT37', '20180222-24NYooVH-VG__R9F6_RN1RP2')",18,28255,0.0006366498072365862
"('VT37', '20180222-24OOooVH-VG__R9F9_RN1RP1')",18,28253,0.0006366948463089384
"('VT20', '20180222-24WIsaVH-VG__R3F10_RN1RP2')",43,67477,0.0006368483412322275
"('VT19', '20180222-57WIooVB-VT__R4F4_RN1RP1')",43,67451,0.0006370936675852668
"('VT25', '20180222-24OOsaVH-VG__R3F18_RN1RP1')",43,67450,0.0006371031069888729
"('VT46', '20180222-24WIsaVH-VG__R3F11_RN1RP3')",32,50151,0.0006376661419205707
"('VT22', '20180222-24WIooVH-VG__R5F10_RN1RP1')",42,65760,0.0006382784717789732
"('VT23', '20180222-71WIsaSV-VV__R2F4_RN2RP1')",41,64073,0.0006394859157126369
"('VT44', '20180222-24WIooVH-VG__R5F11_RN1RP2')",35,54539,0.0006413310367574303
"('VT44', '20180222-71WIsaSL-VV__R2F2_RN2RP2')",35,54493,0.0006418720657276996
"('VT34', '20180222-71WIsaSL-VV__R2F2_RN2RP2')",34,52857,0.0006428314836172506
"('VT12', '20180222-57NYooVH-VT__R7F2_RN1RP3')",35,54411,0.0006428387760349704
"('VT42', '20180222-57WIooVB-VT__R4F4_RN1RP1')",24,37304,0.0006429489927132448
"('VT7', '20180222-24OOsaVH-VG__R3F20_RN1RP3')",2,3105,0.000643707756678468
"('VT32', '20180222-71WIsaSL-VV__R2F3_RN2RP3')",33,51163,0.0006445816079381202
"('VT33', '20180222-24WIooVH-VG__R9F1_RN1RP3')",29,44954,0.0006446879932418914
"('VT2', '20180222-24NYsaVH-VG__R3F15_RN1RP1')",4,6184,0.0006464124111182935
"('VT29', '20180222-71WIsaSL-VV__R2F3_RN2RP3')",37,57093,0.0006476457202870646
"('VT40', '20180222-24OOooVH-VG__R9F11_RN1RP3')",32,49375,0.0006476815026210861
"('VT9', '20180222-24NYsaVH-VG__R3F15_RN1RP1')",4,6164,0.0006485084306095979
"('VT35', '20180222-24WIooVH-VG__R5F10_RN1RP1')",38,58487,0.0006492951730029902
"('VT28', '20180222-24OOsaVH-VG__R3F19_RN1RP2')",33,50723,0.0006501694380959887
"('VT43', '20180222-24WIsaVH-VG__R3F11_RN1RP3')",32,49179,0.0006502611204811932
"('VT43', '20180222-71WIsaSL-VV__R2F1_RN2RP1')",32,49119,0.0006510549124127688
"('VT27', '20180222-71NYsaSL-VV__R2F10_RN2RP3')",44,67432,0.0006520837038354378
"('VT31', '20180222-71WIsaSL-VV__R2F3_RN2RP3')",33,50565,0.0006521996916874185
"('VT31', '20180222-71WIsaSL-VV__R2F2_RN2RP2')",33,50558,0.0006522899329920341
"('VT49', '20180222-24WIooVL-VG__R9F3_RN1RP2')",31,47299,0.0006549757025142615
"('VT36', '20180222-24OOsaVH-VG__R3F18_RN1RP1')",29,44237,0.0006551303483486197
"('VT49', '20180222-71WIsaSL-VV__R2F2_RN2RP2')",31,47282,0.000655211041362839
"('VT26', '20180222-57WIooVB-VT__R4F4_RN1RP1')",43,65536,0.0006556977081077784
"('VT23', '20180222-24WIooVH-VG__R9F1_RN1RP3')",42,63985,0.0006559732612803973
"('VT30', '20180222-71WIsaSL-VV__R2F2_RN2RP2')",32,48714,0.000656464120132934
"('VT46', '20180222-24WIooVH-VG__R5F11_RN1RP2')",33,50178,0.0006572265041524765
"('VT27', '20180222-71NYsaSL-VV__R2F8_RN2RP1')",43,65335,0.0006577136039646364
"('VT48', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",29,44028,0.0006582381914338243
"('VT2', '20180222-57NYooVH-VT__R7F2_RN1RP3')",36,54503,0.0006600781092429271
"('VT6', '20180222-24OOsaVH-VG__R3F19_RN1RP2')",4,6052,0.0006605019815059445
"('VT14', '20180222-24NYsaVH-VG__R3F15_RN1RP1')",4,6049,0.0006608293408227325
"('VT32', '20180222-71WIsaSV-VV__R2F4_RN2RP1')",34,51349,0.0006616974485724851
"('VT49', '20180222-57WIooVB-VT__R4F4_RN1RP1')",33,49749,0.0006628902012775702
"('VT38', '20180222-24NYooVH-VG__R9F8_RN1RP3')",21,31637,0.0006633394402678627
"('VT12', '20180222-24NYsaVH-VG__R3F15_RN1RP1')",4,6024,0.0006635700066357001
"('VT42', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",23,34569,0.0006648936170212766
"('VT42', '20180222-24NYooVH-VG__R9F6_RN1RP2')",23,34536,0.0006655285164501287
"('VT42', '20180222-24OOooVH-VG__R9F9_RN1RP1')",23,34536,0.0006655285164501287
"('VT32', '20180222-24OOsaVH-VG__R3F18_RN1RP1')",36,54024,0.0006659267480577136
"('VT35', '20180222-24WIooVH-VG__R9F1_RN1RP3')",39,58469,0.0006665755110412252
"('VT18', '20180222-24WIooVH-VG__R5F11_RN1RP2')",2,2998,0.0006666666666666666
"('VT38', '20180222-57WIooVB-VT__R4F4_RN1RP1')",23,34464,0.000666917969089802
"('VT21', '20180222-24OOsaVH-VG__R3F19_RN1RP2')",45,67421,0.0006670026383659918
"('VT45', '20180222-57WIooVB-VT__R4F4_RN1RP1')",34,50869,0.0006679370567550046
"('VT33', '20180222-71WIsaSL-VV__R2F2_RN2RP2')",30,44884,0.0006679431803001292
"('VT39', '20180222-24WIsaVH-VG__R3F11_RN1RP3')",25,37392,0.0006681454953630703
"('VT39', '20180222-24OOooVH-VG__R9F11_RN1RP3')",25,37365,0.0006686279753944905
"('VT29', '20180222-24OOsaVH-VG__R3F19_RN1RP2')",40,59715,0.0006694000502050038
"('VT50', '20180222-24OOsaVH-VG__R3F18_RN1RP1')",27,40230,0.0006706908115358819
"('VT50', '20180222-24WIsaVH-VG__R3F11_RN1RP3')",25,37245,0.0006707807888382077
"('VT50', '20180222-24OOooVH-VG__R9F10_RN1RP2')",25,37214,0.0006713391874110476
"('VT39', '20180222-57WIooVB-VT__R4F4_RN1RP1')",27,40112,0.0006726624978200753
"('VT2', '20180222-71WIsaSV-VV__R2F6_RN2RP3')",2,2963,0.0006745362563237774
"('VT43', '20180222-24OOsaVH-VG__R3F18_RN1RP1')",35,51832,0.0006748028611641314
"('VT13', '20180222-71WIsaSV-VV__R2F6_RN2RP3')",2,2952,0.0006770480704129993
"('VT31', '20180222-57WIooVB-VT__R4F4_RN1RP1')",36,53133,0.0006770862720758337
"('VT46', '20180222-24WIooVL-VG__R9F3_RN1RP2')",34,50140,0.0006776418065133336
"('VT41', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",24,35374,0.0006780044070286457
"('VT41', '20180222-24OOooVH-VG__R9F9_RN1RP1')",24,35349,0.0006784835891781867
"('VT41', '20180222-24WIooVL-VG__R9F3_RN1RP2')",24,35341,0.0006786370705499788
"('VT7', '20180222-24WIooVH-VG__R5F11_RN1RP2')",2,2944,0.0006788866259334691
"('VT17', '20180222-57NYooVH-VT__R7F2_RN1RP3')",37,54429,0.0006793228803290126
"('VT41', '20180222-71OOooPA-VV__R5F3_RN1RP3')",24,35254,0.0006803106752083451
"('VT45', '20180222-24OOooVH-VG__R9F10_RN1RP2')",33,48466,0.0006804264005443411
"('VT18', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",2,2933,0.0006814310051107325
"('VT47', '20180222-24WIooVL-VG__R9F3_RN1RP2')",28,41060,0.0006814641744548286
"('VT15', '20180222-57WIsaVB-VT__R4F1_RN1RP1')",3,4396,0.000681973175721755
"('VT41', '20180222-57WIooVB-VT__R4F4_RN1RP1')",26,38066,0.0006825580174314817
"('VT6', '20180222-24WIsaVL-VG__R3F12_RN1RP1')",3,4389,0.0006830601092896175
"('VT32', '20180222-71WIsaSL-VV__R2F2_RN2RP2')",35,51156,0.0006837139340899768
"('VT22', '20180222-24WIooVH-VG__R5F11_RN1RP2')",45,65754,0.000683900971139379
"('VT26', '20180222-24OOsaVH-VG__R3F18_RN1RP1')",45,65727,0.0006841817186644773
"('VT46', '20180222-57WIooVB-VT__R4F4_RN1RP1')",36,52507,0.000685153112688655
"('VT18', '20180222-71WIsaSL-VV__R2F3_RN2RP3')",2,2916,0.0006854009595613434
"('VT14', '20180222-57WIsaVB-VT__R4F1_RN1RP1')",3,4368,0.0006863417982155113
"('VT16', '20180222-24NYsaVH-VG__R3F16_RN1RP2')",5,7260,0.0006882312456985547
"('VT2', '20180222-24OOsaVH-VG__R3F19_RN1RP2')",4,5804,0.0006887052341597796
"('VT12', '20180222-57WIsaVB-VT__R4F1_RN1RP1')",3,4347,0.000689655172413793
"('VT17', '20180222-71WIsaSV-VV__R2F6_RN2RP3')",2,2898,0.000689655172413793
"('VT42', '20180222-24OOsaVH-VG__R3F18_RN1RP1')",26,37631,0.0006904426799798179
"('VT26', '20180222-24WIooVH-VG__R5F11_RN1RP2')",44,63490,0.0006925425756287972
"('VT22', '20180222-71NYsaSL-VV__R2F10_RN2RP3')",47,67727,0.0006934812760055479
"('VT38', '20180222-24WIsaVH-VG__R3F11_RN1RP3')",22,31668,0.0006942253076680341
"('VT39', '20180222-24WIsaVH-VG__R3F10_RN1RP2')",26,37393,0.0006948341751516609
"('VT38', '20180222-24WIooVL-VG__R9F2_RN1RP1')",22,31636,0.0006949270326615705
"('VT39', '20180222-24WIooVL-VG__R9F2_RN1RP1')",26,37367,0.0006953173053780119
"('VT39', '20180222-24NYooVH-VG__R9F8_RN1RP3')",26,37366,0.0006953359007274283
"('VT44', '20180222-24WIooVH-VG__R5F10_RN1RP1')",38,54540,0.0006962512367620653
"('VT17', '20180222-71NYsaSL-VV__R2F10_RN2RP3')",4,5741,0.0006962576153176675
"('VT2', '20180222-71NYsaSL-VV__R2F9_RN2RP2')",4,5741,0.0006962576153176675
"('VT25', '20180222-71NYsaSL-VV__R2F10_RN2RP3')",47,67451,0.0006963169279089751
"('VT18', '20180222-24NYooVH-VG__R9F8_RN1RP3')",2,2867,0.0006971070059254096
"('VT7', '20180222-71WIsaSL-VV__R2F3_RN2RP3')",2,2866,0.000697350069735007
"('VT29', '20180222-24WIooVH-VG__R9F1_RN1RP3')",40,57136,0.0006995942353435008
"('VT7', '20180222-71WIsaSL-VV__R2F2_RN2RP2')",2,2856,0.0006997900629811056
"('VT11', '20180222-24OOsaVH-VG__R3F19_RN1RP2')",4,5709,0.0007001575354454753
"('VT19', '20180222-24WIooVH-VG__R5F10_RN1RP1')",46,65561,0.0007011446949258464
"('VT15', '20180222-71NYsaSL-VV__R2F10_RN2RP3')",4,5700,0.0007012622720897616
"('VT17', '20180222-57OOooVH-VT__R7F3_RN1RP1')",31,44098,0.0007024858936300392
"('VT15', '20180222-71WIsaSV-VV__R2F6_RN2RP3')",2,2842,0.0007032348804500703
"('VT3', '20180222-57NYsaVH-VT__R6F8_RN1RP1')",38,53844,0.0007052447941798746
"('VT37', '20180222-57WIooVB-VT__R4F4_RN1RP1')",22,31156,0.0007056257617550837
"('VT40', '20180222-71WIsaSV-VV__R2F4_RN2RP1')",35,49534,0.0007060864653311546
"('VT37', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",20,28282,0.0007066638400113067
"('VT37', '20180222-24OOooVH-VG__R9F10_RN1RP2')",20,28255,0.0007073386383731211
