,Positive,Negative,Proportion
"('VT46', '20180222-70OOooVH-VT__R7F4_RN1RP3')",1810,57010,0.030771846310778648
"('VT30', '20180222-70OOooVH-VT__R7F4_RN1RP3')",1745,51166,0.03297990965961709
"('VT40', '20180222-70OOooVH-VT__R7F4_RN1RP3')",1655,56685,0.028368186492972233
"('VT38', '20180222-57OOooVH-VT__R7F3_RN1RP1')",1636,52754,0.030079058650487222
"('VT45', '20180222-70OOooVH-VT__R7F4_RN1RP3')",1575,56152,0.0272835934657959
"('VT28', '20180222-70OOooVH-VT__R7F4_RN1RP3')",1525,50695,0.02920337035618537
"('VT49', '20180222-70OOooVH-VT__R7F4_RN1RP3')",1427,55640,0.025005695060192405
"('VT37', '20180222-57OOooVH-VT__R7F3_RN1RP1')",1365,51679,0.025733353442425156
"('VT48', '20180222-70OOooVH-VT__R7F4_RN1RP3')",1094,53918,0.01988657020286483
"('VT33', '20180222-70OOooVH-VT__R7F4_RN1RP3')",1000,49280,0.01988862370723946
"('VT47', '20180222-70OOooVH-VT__R7F4_RN1RP3')",798,52471,0.014980570312939983
"('VT36', '20180222-24NYsaVH-VG__R3F15_RN1RP1')",629,41448,0.014948784371509375
"('VT30', '20180222-24NYsaVH-VG__R3F15_RN1RP1')",601,48948,0.012129407253425902
"('VT44', '20180222-24NYsaVH-VG__R3F15_RN1RP1')",584,55007,0.010505297620118365
"('VT28', '20180222-24NYsaVH-VG__R3F15_RN1RP1')",581,48024,0.01195350272605699
"('VT39', '20180222-70OOooVH-VT__R7F4_RN1RP3')",569,50737,0.011090320820176977
"('VT33', '20180222-24NYsaVH-VG__R3F15_RN1RP1')",568,45229,0.012402559119592987
"('VT34', '20180222-24NYsaVH-VG__R3F15_RN1RP1')",548,53028,0.010228460504703598
"('VT40', '20180222-24NYsaVH-VG__R3F15_RN1RP1')",543,50138,0.010714074307926048
"('VT45', '20180222-24NYsaVH-VG__R3F15_RN1RP1')",536,49237,0.010768890764068872
"('VT36', '20180222-70OOooVH-VT__R7F4_RN1RP3')",528,47331,0.011032407697611735
"('VT43', '20180222-24NYsaVH-VG__R3F15_RN1RP1')",526,49915,0.010428024821078092
"('VT32', '20180222-24NYsaVH-VG__R3F15_RN1RP1')",521,51423,0.010030032342522716
"('VT31', '20180222-24NYsaVH-VG__R3F15_RN1RP1')",518,50817,0.010090581474627448
"('VT48', '20180222-24NYsaVH-VG__R3F15_RN1RP1')",517,45002,0.011357894505591071
"('VT46', '20180222-24NYsaVH-VG__R3F15_RN1RP1')",510,50934,0.009913692558898997
"('VT49', '20180222-24NYsaVH-VG__R3F15_RN1RP1')",496,48181,0.010189617273044764
"('VT29', '20180222-24NYsaVH-VG__R3F15_RN1RP1')",496,57239,0.00859097601108513
"('VT50', '20180222-70OOooVH-VT__R7F4_RN1RP3')",486,50512,0.0095297854817836
"('VT35', '20180222-24NYsaVH-VG__R3F15_RN1RP1')",438,58595,0.00741957887960971
"('VT41', '20180222-70OOooVH-VT__R7F4_RN1RP3')",421,49656,0.008407053138167222
"('VT42', '20180222-70OOooVH-VT__R7F4_RN1RP3')",410,49055,0.008288688972000404
"('VT47', '20180222-24NYsaVH-VG__R3F15_RN1RP1')",407,42286,0.009533178741245638
"('VT23', '20180222-24NYsaVH-VG__R3F15_RN1RP1')",381,64058,0.0059125684756125944
"('VT39', '20180222-24NYsaVH-VG__R3F15_RN1RP1')",358,38815,0.009138947744620018
"('VT41', '20180222-24NYsaVH-VG__R3F15_RN1RP1')",355,36938,0.009519212720885958
"('VT21', '20180222-24NYsaVH-VG__R3F15_RN1RP1')",354,65398,0.005383866650444093
"('VT24', '20180222-24NYsaVH-VG__R3F15_RN1RP1')",349,64307,0.0053977975748577085
"('VT50', '20180222-24NYsaVH-VG__R3F15_RN1RP1')",347,38685,0.008890141422422627
"('VT19', '20180222-24NYsaVH-VG__R3F15_RN1RP1')",329,65670,0.004984924014000212
"('VT42', '20180222-24NYsaVH-VG__R3F15_RN1RP1')",326,36185,0.00892881597326833
"('VT26', '20180222-24NYsaVH-VG__R3F15_RN1RP1')",317,63668,0.004954286160818942
"('VT38', '20180222-70OOooVH-VT__R7F4_RN1RP3')",313,47623,0.006529539385847797
"('VT22', '20180222-24NYsaVH-VG__R3F15_RN1RP1')",312,65863,0.004714771439365319
"('VT20', '20180222-24NYsaVH-VG__R3F15_RN1RP1')",311,67578,0.004581007232394055
"('VT27', '20180222-24NYsaVH-VG__R3F15_RN1RP1')",286,65441,0.004351332024890836
"('VT38', '20180222-24NYsaVH-VG__R3F15_RN1RP1')",285,33454,0.00844719760514538
"('VT25', '20180222-24NYsaVH-VG__R3F15_RN1RP1')",255,65507,0.003877619293817098
"('VT37', '20180222-24NYsaVH-VG__R3F15_RN1RP1')",254,30292,0.008315327702481503
"('VT40', '20180222-24NYsaVH-VG__R3F16_RN1RP2')",201,52230,0.0038336098872804258
"('VT25', '20180222-24WIsaVL-VG__R3F13_RN1RP2')",200,65882,0.003026542780182198
"('VT44', '20180222-24WIsaVL-VG__R3F13_RN1RP2')",193,55164,0.0034864606102209296
"('VT37', '20180222-70OOooVH-VT__R7F4_RN1RP3')",192,46038,0.004153147306943543
"('VT23', '20180222-24WIsaVL-VG__R3F13_RN1RP2')",192,64613,0.0029627343569169047
"('VT47', '20180222-24NYsaVH-VG__R3F16_RN1RP2')",191,44329,0.004290206648697214
"('VT22', '20180222-24WIsaVL-VG__R3F13_RN1RP2')",191,66286,0.0028731741805436465
"('VT44', '20180222-24NYsaVH-VG__R3F17_RN1RP3')",191,57116,0.0033329261695778877
"('VT19', '20180222-57WIooVB-VT__R4F5_RN1RP2')",191,66942,0.0028450985357424815
"('VT43', '20180222-24WIsaVL-VG__R3F12_RN1RP1')",186,49927,0.0037116117574282122
"('VT7', '20180222-57WIooVL-VT__R6F19_RN1RP3')",185,44703,0.004121368739975049
"('VT48', '20180222-24NYsaVH-VG__R3F16_RN1RP2')",185,47114,0.003911287765069029
"('VT26', '20180222-24WIsaVL-VG__R3F13_RN1RP2')",185,64123,0.002876780493873235
"('VT44', '20180222-24WIsaVL-VG__R3F12_RN1RP1')",185,55222,0.0033389282942588483
"('VT20', '20180222-57WIooVB-VT__R4F5_RN1RP2')",185,68815,0.0026811594202898552
"('VT27', '20180222-57WIooVB-VT__R4F5_RN1RP2')",184,66711,0.0027505792660139023
"('VT21', '20180222-57WIooVB-VT__R4F5_RN1RP2')",184,66699,0.002751072768865033
"('VT43', '20180222-24NYsaVH-VG__R3F17_RN1RP3')",183,52030,0.003504874265029782
"('VT19', '20180222-24WIsaVL-VG__R3F12_RN1RP1')",183,66083,0.002761597199166994
"('VT27', '20180222-24WIsaVL-VG__R3F12_RN1RP1')",182,65840,0.0027566568719517735
"('VT20', '20180222-24WIsaVL-VG__R3F13_RN1RP2')",182,68025,0.0026683478235371735
"('VT45', '20180222-24NYsaVH-VG__R3F16_RN1RP2')",181,51379,0.0035104732350659425
"('VT45', '20180222-24NYsaVH-VG__R3F17_RN1RP3')",181,51356,0.0035120398936686263
"('VT49', '20180222-24NYsaVH-VG__R3F16_RN1RP2')",181,50246,0.0035893469768179744
"('VT39', '20180222-24NYsaVH-VG__R3F16_RN1RP2')",181,40779,0.0044189453125
"('VT21', '20180222-24WIsaVL-VG__R3F12_RN1RP1')",180,65807,0.0027278100231863853
"('VT20', '20180222-24WIsaVL-VG__R3F12_RN1RP1')",180,67961,0.0026415814267474794
"('VT20', '20180222-57WIooVB-VT__R4F6_RN1RP3')",180,68740,0.00261172373766686
"('VT19', '20180222-57WIooVB-VT__R4F6_RN1RP3')",178,66887,0.0026541415045105493
"('VT19', '20180222-24WIsaVL-VG__R3F13_RN1RP2')",178,66143,0.002683916105004448
"('VT7', '20180222-57NYooVH-VT__R6F20_RN1RP1')",177,50501,0.0034926398042543117
"('VT42', '20180222-24NYsaVH-VG__R3F16_RN1RP2')",177,38052,0.004629992937298909
"('VT46', '20180222-24NYsaVH-VG__R3F16_RN1RP2')",175,52967,0.0032930638666215047
"('VT50', '20180222-24NYsaVH-VG__R3F16_RN1RP2')",175,40582,0.004293740952474421
"('VT29', '20180222-24WIsaVL-VG__R3F13_RN1RP2')",173,57921,0.0029779323165903537
"('VT40', '20180222-24NYsaVH-VG__R3F17_RN1RP3')",171,52255,0.0032617403578377143
"('VT27', '20180222-57WIooVB-VT__R4F6_RN1RP3')",171,66650,0.002559075739662681
"('VT22', '20180222-57WIooVB-VT__R4F5_RN1RP2')",170,67055,0.002528821123094087
"('VT46', '20180222-24NYsaVH-VG__R3F17_RN1RP3')",170,52971,0.0031990365254699763
"('VT46', '20180222-24WIsaVL-VG__R3F13_RN1RP2')",170,50884,0.003329807654640185
"('VT24', '20180222-24WIsaVL-VG__R3F12_RN1RP1')",170,64777,0.0026175189000261752
"('VT44', '20180222-24NYsaVH-VG__R3F16_RN1RP2')",169,57159,0.0029479486463857103
"('VT24', '20180222-57WIooVB-VT__R4F5_RN1RP2')",169,65634,0.0025682719632843486
"('VT29', '20180222-24WIsaVL-VG__R3F12_RN1RP1')",168,57856,0.002895353646766855
"('VT43', '20180222-24NYsaVH-VG__R3F16_RN1RP2')",167,52056,0.003197824713248952
"('VT35', '20180222-24WIsaVL-VG__R3F13_RN1RP2')",167,59256,0.0028103596250610035
"('VT22', '20180222-24WIsaVL-VG__R3F12_RN1RP1')",167,66250,0.0025144164897541294
"('VT26', '20180222-57WIooVB-VT__R4F6_RN1RP3')",166,64942,0.002549609878970326
"('VT23', '20180222-57WIooVB-VT__R4F5_RN1RP2')",165,65452,0.0025145922550558544
"('VT26', '20180222-57WIooVB-VT__R4F5_RN1RP2')",165,65035,0.002530674846625767
"('VT43', '20180222-24WIsaVL-VG__R3F13_RN1RP2')",165,49978,0.003290588915701095
"('VT27', '20180222-24WIsaVL-VG__R3F13_RN1RP2')",163,65911,0.002466931016738808
"('VT35', '20180222-24WIsaVL-VG__R3F12_RN1RP1')",162,59167,0.002730536499856731
"('VT7', '20180222-57NYsaVH-VT__R6F9_RN1RP2')",162,51941,0.003109225956278909
"('VT7', '20180222-57WIsaVH-VT__R6F2_RN1RP2')",162,51138,0.003157894736842105
"('VT44', '20180222-57WIooVB-VT__R4F5_RN1RP2')",161,56225,0.002855318696130245
"('VT24', '20180222-57WIooVB-VT__R4F6_RN1RP3')",161,65576,0.0024491534447875626
"('VT49', '20180222-24NYsaVH-VG__R3F17_RN1RP3')",161,50259,0.0031931773105910353
"('VT25', '20180222-24WIsaVL-VG__R3F12_RN1RP1')",161,65874,0.0024381010070417203
"('VT26', '20180222-24WIsaVL-VG__R3F12_RN1RP1')",161,64095,0.002505602589641434
"('VT48', '20180222-24NYsaVH-VG__R3F17_RN1RP3')",161,47137,0.003403949427037084
"('VT35', '20180222-57WIooVB-VT__R4F5_RN1RP2')",161,60202,0.0026671967927372727
"('VT25', '20180222-57WIooVB-VT__R4F5_RN1RP2')",161,66762,0.0024057498916665422
"('VT22', '20180222-57WIooVB-VT__R4F6_RN1RP3')",160,67005,0.002382193106528698
"('VT24', '20180222-24WIsaVL-VG__R3F13_RN1RP2')",160,64865,0.0024605920799692428
"('VT45', '20180222-24WIsaVL-VG__R3F13_RN1RP2')",159,49308,0.0032142640548244285
"('VT18', '20180222-57WIooVL-VT__R6F19_RN1RP3')",158,44616,0.003528833698128378
"('VT33', '20180222-24NYsaVH-VG__R3F17_RN1RP3')",156,48098,0.0032328926099390726
"('VT36', '20180222-24NYsaVH-VG__R3F17_RN1RP3')",156,44445,0.003497679424228156
"('VT26', '20180222-24NYsaVH-VG__R3F17_RN1RP3')",156,65785,0.0023657512018319406
"('VT45', '20180222-57WIooVB-VT__R4F5_RN1RP2')",156,50308,0.0030913126188966394
"('VT40', '20180222-24WIsaVL-VG__R3F13_RN1RP2')",156,50184,0.003098927294398093
"('VT7', '20180222-57OOsaVH-VT__R6F12_RN1RP2')",156,53086,0.0029300176552345893
"('VT30', '20180222-24WIsaVL-VG__R3F13_RN1RP2')",156,49722,0.0031276314206664262
"('VT21', '20180222-24WIsaVL-VG__R3F13_RN1RP2')",155,65914,0.0023460321784800737
"('VT32', '20180222-24WIsaVL-VG__R3F12_RN1RP1')",155,52020,0.0029707714422616193
"('VT28', '20180222-24NYsaVH-VG__R3F17_RN1RP3')",155,50877,0.0030373099231854523
"('VT32', '20180222-24NYsaVH-VG__R3F17_RN1RP3')",154,54157,0.0028355213492662627
"('VT38', '20180222-24NYsaVH-VG__R3F16_RN1RP2')",154,35289,0.00434500465536213
"('VT7', '20180222-57WIsaVL-VT__R6F4_RN1RP1')",153,52372,0.0029128986197049025
"('VT23', '20180222-57WIooVB-VT__R4F6_RN1RP3')",153,65396,0.0023341317182565715
"('VT21', '20180222-57WIooVB-VT__R4F6_RN1RP3')",152,66668,0.0022747680335228975
"('VT34', '20180222-24NYsaVH-VG__R3F17_RN1RP3')",152,55723,0.002720357941834452
"('VT29', '20180222-24NYsaVH-VG__R3F17_RN1RP3')",151,59846,0.0025167925062919813
"('VT31', '20180222-24NYsaVH-VG__R3F17_RN1RP3')",150,53588,0.0027913208530276528
"('VT46', '20180222-57WIooVB-VT__R4F5_RN1RP2')",150,51961,0.0028784709562280518
"('VT7', '20180222-57WIooVH-VT__R6F15_RN1RP2')",150,47875,0.0031233732431025507
"('VT50', '20180222-24NYsaVH-VG__R3F17_RN1RP3')",150,40606,0.0036804396898616155
"('VT37', '20180222-24NYsaVH-VG__R3F16_RN1RP2')",150,32056,0.004657517232813761
"('VT23', '20180222-24WIsaVL-VG__R3F12_RN1RP1')",150,64554,0.002318249258160237
"('VT41', '20180222-24NYsaVH-VG__R3F16_RN1RP2')",149,38816,0.003823944565635827
"('VT21', '20180222-24NYsaVH-VG__R3F17_RN1RP3')",149,67481,0.002203164276208783
"('VT18', '20180222-57OOsaVH-VT__R6F12_RN1RP2')",148,52999,0.0027847291474589345
"('VT46', '20180222-24WIsaVL-VG__R3F12_RN1RP1')",148,50933,0.00289735909633719
"('VT18', '20180222-57NYooVH-VT__R6F20_RN1RP1')",148,50467,0.002924034377160921
"('VT47', '20180222-24NYsaVH-VG__R3F17_RN1RP3')",147,44371,0.003302035131856777
"('VT31', '20180222-24WIsaVL-VG__R3F13_RN1RP2')",146,51558,0.002823766052916602
"('VT40', '20180222-57WIooVB-VT__R4F5_RN1RP2')",146,51193,0.002843841913554997
"('VT34', '20180222-24WIsaVL-VG__R3F12_RN1RP1')",145,53688,0.0026935151301246446
"('VT24', '20180222-24NYsaVH-VG__R3F17_RN1RP3')",144,66409,0.0021636890898982766
"('VT22', '20180222-57WIsaVB-VT__R4F1_RN1RP1')",144,66939,0.0021465945172398373
"('VT20', '20180222-57WIsaVB-VT__R4F3_RN1RP3')",143,68485,0.002083697616133357
"('VT7', '20180222-57WIooVH-VT__R6F16_RN1RP3')",143,49321,0.002890991428109332
"('VT46', '20180222-57WIooVB-VT__R4F6_RN1RP3')",142,51888,0.002729194695368057
"('VT23', '20180222-24NYsaVH-VG__R3F17_RN1RP3')",142,66264,0.002138360991476674
"('VT28', '20180222-24WIsaVL-VG__R3F12_RN1RP1')",142,48695,0.0029076315088969427
"('VT6', '20180222-57WIooVL-VT__R6F19_RN1RP3')",141,44611,0.003150697175545227
"('VT19', '20180222-57WIsaVB-VT__R4F1_RN1RP1')",141,66847,0.0021048546008240283
"('VT40', '20180222-24WIsaVL-VG__R3F12_RN1RP1')",141,50200,0.0028008978764823902
"('VT44', '20180222-57WIooVB-VT__R4F6_RN1RP3')",140,56154,0.002486943546381497
"('VT19', '20180222-24NYsaVH-VG__R3F17_RN1RP3')",140,67706,0.0020634967426229993
"('VT21', '20180222-57WIsaVB-VT__R4F1_RN1RP1')",140,66601,0.002097661107864731
"('VT25', '20180222-57WIooVB-VT__R4F6_RN1RP3')",139,66730,0.0020786911722920935
"('VT20', '20180222-57WIsaVB-VT__R4F1_RN1RP1')",139,68706,0.002019028251870143
"('VT40', '20180222-57WIooVB-VT__R4F6_RN1RP3')",137,51119,0.0026728578117683785
"('VT44', '20180222-57WIsaVB-VT__R4F3_RN1RP3')",136,55750,0.002433525390974484
"('VT31', '20180222-24WIsaVL-VG__R3F12_RN1RP1')",136,51469,0.002635403546168007
"('VT45', '20180222-24WIsaVL-VG__R3F12_RN1RP1')",135,49335,0.0027289266221952697
"('VT20', '20180222-24NYsaVH-VG__R3F16_RN1RP2')",135,69547,0.001937372635687839
"('VT6', '20180222-57WIsaVL-VT__R6F6_RN1RP3')",135,51277,0.0026258461059674785
"('VT32', '20180222-24WIsaVL-VG__R3F13_RN1RP2')",135,52136,0.0025826940368464347
"('VT35', '20180222-57WIooVB-VT__R4F6_RN1RP3')",135,60138,0.002239808869643124
"('VT35', '20180222-24NYsaVH-VG__R3F17_RN1RP3')",135,61119,0.0022039377020276227
"('VT6', '20180222-57NYooVH-VT__R6F20_RN1RP1')",134,50436,0.0026497923670160176
"('VT49', '20180222-57WIooVB-VT__R4F5_RN1RP2')",134,49196,0.00271639975674032
"('VT7', '20180222-57OOsaVH-VT__R6F13_RN1RP3')",134,53701,0.0024890870251694994
"('VT39', '20180222-24NYsaVH-VG__R3F17_RN1RP3')",133,40841,0.003245960853223996
"('VT29', '20180222-57WIooVB-VT__R4F5_RN1RP2')",133,58942,0.002251375370292002
"('VT31', '20180222-24NYsaVH-VG__R3F16_RN1RP2')",133,53629,0.0024738662996168295
"('VT34', '20180222-57WIooVB-VT__R4F6_RN1RP3')",132,54654,0.0024093746577592817
"('VT45', '20180222-57WIsaVB-VT__R4F3_RN1RP3')",132,49815,0.0026428013694516188
"('VT7', '20180222-57WIsaVH-VT__R6F3_RN1RP3')",132,52506,0.0025076940613245184
"('VT7', '20180222-57NYooVH-VT__R7F1_RN1RP2')",131,52797,0.0024750604594921404
"('VT18', '20180222-57WIooVH-VT__R6F15_RN1RP2')",131,47816,0.0027321834525622043
"('VT7', '20180222-57WIsaVH-VT__R6F1_RN1RP1')",130,52363,0.002476520678947669
"('VT34', '20180222-24WIsaVL-VG__R3F13_RN1RP2')",130,53822,0.002409549228944247
"('VT26', '20180222-57WIsaVB-VT__R4F1_RN1RP1')",130,64900,0.001999077348915885
"('VT49', '20180222-24WIsaVL-VG__R3F12_RN1RP1')",130,48157,0.002692236005550148
"('VT30', '20180222-24NYsaVH-VG__R3F17_RN1RP3')",129,51810,0.0024836827817247154
"('VT41', '20180222-24NYsaVH-VG__R3F17_RN1RP3')",129,38835,0.0033107483831228825
"('VT23', '20180222-57WIsaVB-VT__R4F1_RN1RP1')",129,65338,0.0019704583988879895
"('VT26', '20180222-57WIsaVB-VT__R4F3_RN1RP3')",129,64645,0.001991539815358014
"('VT21', '20180222-57WIsaVB-VT__R4F3_RN1RP3')",129,66375,0.0019397329483940816
"('VT33', '20180222-24NYsaVH-VG__R3F16_RN1RP2')",129,48144,0.00267230128643341
"('VT22', '20180222-24NYsaVH-VG__R3F17_RN1RP3')",128,67825,0.0018836548791076185
"('VT49', '20180222-57WIooVB-VT__R4F6_RN1RP3')",127,49107,0.0025795182191168703
"('VT6', '20180222-57OOsaVH-VT__R6F13_RN1RP3')",127,53584,0.002364506339483532
"('VT24', '20180222-57WIsaVB-VT__R4F3_RN1RP3')",127,65289,0.0019414210590681178
"('VT18', '20180222-57WIsaVL-VT__R6F4_RN1RP1')",127,52317,0.0024216306917855235
"('VT18', '20180222-57NYsaVH-VT__R6F9_RN1RP2')",127,51910,0.0024405711320790975
"('VT48', '20180222-24WIsaVL-VG__R3F12_RN1RP1')",127,44955,0.0028170888602990106
"('VT7', '20180222-57NYsaVH-VT__R6F10_RN1RP3')",126,51981,0.0024181012148079915
"('VT4', '20180222-57WIooVH-VT__R6F15_RN1RP2')",126,47737,0.002632513632659883
"('VT45', '20180222-57WIooVB-VT__R4F6_RN1RP3')",126,50245,0.002501439320243791
"('VT20', '20180222-24NYsaVH-VG__R3F17_RN1RP3')",125,69543,0.00179422403398978
"('VT35', '20180222-24NYsaVH-VG__R3F16_RN1RP2')",125,61147,0.0020400835618226924
"('VT49', '20180222-24WIsaVL-VG__R3F13_RN1RP2')",125,48171,0.002588206062613881
"('VT30', '20180222-24WIsaVL-VG__R3F12_RN1RP1')",125,49643,0.002511654074907571
"('VT6', '20180222-57OOsaVH-VT__R6F12_RN1RP2')",125,52998,0.002353029761120419
"('VT48', '20180222-24WIsaVL-VG__R3F13_RN1RP2')",125,44941,0.002773709670261394
"('VT18', '20180222-57WIsaVL-VT__R6F6_RN1RP3')",125,51321,0.0024297321463281887
"('VT18', '20180222-57WIsaVH-VT__R6F2_RN1RP2')",125,51094,0.0024405005954821453
"('VT6', '20180222-57NYsaVH-VT__R6F9_RN1RP2')",124,51914,0.002382874053576233
"('VT7', '20180222-57WIsaVL-VT__R6F6_RN1RP3')",124,51402,0.002406552031983853
"('VT24', '20180222-57WIsaVB-VT__R4F1_RN1RP1')",124,65524,0.001888861808432854
"('VT44', '20180222-71WIsaSV-VV__R2F6_RN2RP3')",124,54664,0.002263269329050157
"('VT27', '20180222-57WIsaVB-VT__R4F3_RN1RP3')",124,66380,0.0018645495007819078
"('VT33', '20180222-24WIsaVL-VG__R3F13_RN1RP2')",124,46001,0.002688346883468835
"('VT34', '20180222-24NYsaVH-VG__R3F16_RN1RP2')",124,55775,0.0022182865525322455
"('VT30', '20180222-24NYsaVH-VG__R3F16_RN1RP2')",124,51855,0.0023855787914350028
"('VT16', '20180222-57NYsaVH-VT__R6F10_RN1RP3')",124,51868,0.0023849823049699953
"('VT36', '20180222-24NYsaVH-VG__R3F16_RN1RP2')",123,44497,0.002756611385029135
"('VT6', '20180222-57WIooVH-VT__R6F15_RN1RP2')",123,47777,0.0025678496868475993
"('VT18', '20180222-57NYsaVH-VT__R6F10_RN1RP3')",123,51917,0.0023635664873174482
"('VT27', '20180222-24NYsaVH-VG__R3F17_RN1RP3')",123,67521,0.0018183430902962568
"('VT19', '20180222-57WIsaVB-VT__R4F3_RN1RP3')",122,66628,0.0018277153558052435
"('VT49', '20180222-57WIsaVB-VT__R4F3_RN1RP3')",122,48699,0.0024989246430839186
"('VT29', '20180222-57WIooVB-VT__R4F6_RN1RP3')",121,58863,0.002051403770514038
"('VT43', '20180222-57WIooVB-VT__R4F5_RN1RP2')",121,51024,0.0023658226610616872
"('VT1', '20180222-57NYooVH-VT__R6F20_RN1RP1')",121,50432,0.0023935275849108857
"('VT7', '20180222-57WIooVL-VT__R6F17_RN1RP1')",121,47545,0.00253849704191667
"('VT27', '20180222-57WIsaVB-VT__R4F1_RN1RP1')",121,66615,0.001813114361064493
"('VT16', '20180222-57WIooVH-VT__R6F15_RN1RP2')",121,47765,0.0025268345654262205
"('VT22', '20180222-57WIsaVB-VT__R4F3_RN1RP3')",120,66754,0.0017944193558034512
"('VT48', '20180222-57WIooVB-VT__R4F5_RN1RP2')",120,45986,0.0026026981303951765
"('VT16', '20180222-57NYsaVH-VT__R6F9_RN1RP2')",120,51864,0.0023084025854108957
"('VT28', '20180222-57WIooVB-VT__R4F5_RN1RP2')",119,49818,0.0023830025832549014
"('VT28', '20180222-24WIsaVL-VG__R3F13_RN1RP2')",119,48839,0.002430654847011724
"('VT13', '20180222-57WIooVL-VT__R6F19_RN1RP3')",119,44517,0.0026660094990590554
"('VT25', '20180222-57WIsaVB-VT__R4F3_RN1RP3')",119,66423,0.0017883442036608459
"('VT16', '20180222-57WIooVL-VT__R6F19_RN1RP3')",119,44616,0.002660109533921985
"('VT23', '20180222-57WIsaVB-VT__R4F3_RN1RP3')",118,65102,0.0018092609628948175
"('VT6', '20180222-57WIsaVL-VT__R6F4_RN1RP1')",118,52293,0.0022514357673007576
"('VT32', '20180222-57WIooVB-VT__R4F5_RN1RP2')",118,53170,0.0022143822248911573
"('VT31', '20180222-57WIooVB-VT__R4F5_RN1RP2')",117,52557,0.002221209704977788
"('VT38', '20180222-24NYsaVH-VG__R3F17_RN1RP3')",117,35317,0.0033019134164926343
"('VT4', '20180222-57WIooVL-VT__R6F19_RN1RP3')",117,44624,0.002615051071723922
"('VT21', '20180222-24NYsaVH-VG__R3F16_RN1RP2')",116,67520,0.0017150629842095926
"('VT16', '20180222-57OOsaVH-VT__R6F12_RN1RP2')",116,53002,0.00218381716179073
"('VT7', '20180222-57WIooVL-VT__R6F18_RN1RP2')",116,48183,0.002401706039462515
"('VT28', '20180222-24NYsaVH-VG__R3F16_RN1RP2')",116,50942,0.002271926044890125
"('VT36', '20180222-24WIsaVL-VG__R3F13_RN1RP2')",115,42261,0.0027138002643005473
"('VT18', '20180222-57WIooVH-VT__R6F16_RN1RP3')",115,49274,0.0023284537042661323
"('VT4', '20180222-57OOsaVH-VT__R6F12_RN1RP2')",115,53002,0.002165031910687727
"('VT43', '20180222-57WIooVB-VT__R4F6_RN1RP3')",115,50938,0.0022525610639923216
"('VT4', '20180222-57NYooVH-VT__R6F20_RN1RP1')",114,50458,0.0022542118168156293
"('VT4', '20180222-57WIsaVH-VT__R6F2_RN1RP2')",114,51051,0.0022280856053943127
"('VT16', '20180222-57NYooVH-VT__R6F20_RN1RP1')",114,50452,0.0022544792943875332
"('VT46', '20180222-57WIsaVB-VT__R4F3_RN1RP3')",114,51513,0.002208146899877971
"('VT46', '20180222-71WIsaSV-VV__R2F6_RN2RP3')",114,50313,0.002260693676006901
"('VT18', '20180222-57WIooVL-VT__R6F17_RN1RP1')",114,47456,0.0023964683624132857
"('VT7', '20180222-57NYsaVH-VT__R6F8_RN1RP1')",113,53963,0.0020896516014498115
"('VT4', '20180222-57WIsaVL-VT__R6F6_RN1RP3')",113,51292,0.0021982297441883085
"('VT34', '20180222-57WIooVB-VT__R4F5_RN1RP2')",113,54784,0.002058400276882161
"('VT16', '20180222-57WIsaVL-VT__R6F4_RN1RP1')",112,52303,0.0021367929027950013
"('VT7', '20180222-57OOsaVH-VT__R6F11_RN1RP1')",112,55898,0.0019996429209069807
"('VT29', '20180222-24NYsaVH-VG__R3F16_RN1RP2')",112,59883,0.0018668222351862656
"('VT48', '20180222-57WIsaVB-VT__R4F1_RN1RP1')",112,45752,0.002442002442002442
"('VT48', '20180222-57WIsaVB-VT__R4F3_RN1RP3')",112,45448,0.0024582967515364355
"('VT44', '20180222-57WIsaVB-VT__R4F1_RN1RP1')",112,56059,0.0019939114489683288
"('VT28', '20180222-57WIooVB-VT__R4F6_RN1RP3')",112,49734,0.002246920515186775
"('VT45', '20180222-71WIsaSV-VV__R2F6_RN2RP3')",112,48647,0.0022970118337127506
"('VT1', '20180222-57OOsaVH-VT__R6F12_RN1RP2')",112,52981,0.002109505961237828
"('VT1', '20180222-57WIooVL-VT__R6F19_RN1RP3')",112,44619,0.002503856385951577
"('VT42', '20180222-24NYsaVH-VG__R3F17_RN1RP3')",111,38099,0.002904998691442031
"('VT18', '20180222-57WIsaVH-VT__R6F3_RN1RP3')",111,52459,0.0021114704203918583
"('VT8', '20180222-57WIooVH-VT__R6F15_RN1RP2')",111,47652,0.0023239746247095032
"('VT29', '20180222-57WIsaVB-VT__R4F3_RN1RP3')",111,58481,0.0018944565811032223
"('VT4', '20180222-57WIooVH-VT__R6F16_RN1RP3')",110,49200,0.0022307848306631515
"('VT25', '20180222-57WIsaVB-VT__R4F1_RN1RP1')",110,66667,0.0016472737619240157
"('VT32', '20180222-24NYsaVH-VG__R3F16_RN1RP2')",110,54225,0.0020244777767553144
"('VT9', '20180222-57NYooVH-VT__R6F20_RN1RP1')",110,50394,0.0021780453033423096
"('VT8', '20180222-57WIooVL-VT__R6F19_RN1RP3')",110,44532,0.0024640473097083462
"('VT13', '20180222-57NYooVH-VT__R6F20_RN1RP1')",109,50366,0.0021594848935116394
"('VT43', '20180222-71WIsaSV-VV__R2F6_RN2RP3')",109,49342,0.002204202139491618
