,Positive,Negative,Proportion
"('VT16', '20180222-24NYooVH-VG__R9F5_RN1RP1')",291105,456,0.9984360048154589
"('VT15', '20180222-24NYooVH-VG__R9F5_RN1RP1')",291105,456,0.9984360048154589
"('VT37', '20180222-24NYooVH-VG__R9F5_RN1RP1')",291105,456,0.9984360048154589
"('VT17', '20180222-24NYooVH-VG__R9F5_RN1RP1')",291105,456,0.9984360048154589
"('VT1', '20180222-24NYooVH-VG__R9F5_RN1RP1')",291105,456,0.9984360048154589
"('VT10', '20180222-24NYooVH-VG__R9F5_RN1RP1')",291105,456,0.9984360048154589
"('VT11', '20180222-24NYooVH-VG__R9F5_RN1RP1')",291105,456,0.9984360048154589
"('VT8', '20180222-24NYooVH-VG__R9F5_RN1RP1')",291105,456,0.9984360048154589
"('VT5', '20180222-24NYooVH-VG__R9F5_RN1RP1')",291105,456,0.9984360048154589
"('VT13', '20180222-24NYooVH-VG__R9F5_RN1RP1')",291105,456,0.9984360048154589
"('VT9', '20180222-24NYooVH-VG__R9F5_RN1RP1')",291105,456,0.9984360048154589
"('VT14', '20180222-24NYooVH-VG__R9F5_RN1RP1')",291105,456,0.9984360048154589
"('VT7', '20180222-24NYooVH-VG__R9F5_RN1RP1')",291105,456,0.9984360048154589
"('VT12', '20180222-24NYooVH-VG__R9F5_RN1RP1')",291105,456,0.9984360048154589
"('VT38', '20180222-24NYooVH-VG__R9F5_RN1RP1')",291104,457,0.9984325750014577
"('VT4', '20180222-24NYooVH-VG__R9F5_RN1RP1')",291104,457,0.9984325750014577
"('VT2', '20180222-24NYooVH-VG__R9F5_RN1RP1')",291104,457,0.9984325750014577
"('VT50', '20180222-24NYooVH-VG__R9F5_RN1RP1')",291103,458,0.9984291451874565
"('VT41', '20180222-24NYooVH-VG__R9F5_RN1RP1')",291101,460,0.9984222855594541
"('VT42', '20180222-24WIsaVH-VG__R3F11_RN1RP3')",291101,460,0.9984222855594541
"('VT39', '20180222-24NYooVH-VG__R9F5_RN1RP1')",291098,463,0.9984119961174506
"('VT47', '20180222-24NYooVH-VG__R9F5_RN1RP1')",291097,464,0.9984085663034493
"('VT49', '20180222-24NYooVH-VG__R9F5_RN1RP1')",291096,465,0.9984051364894482
"('VT6', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",291096,465,0.9984051364894482
"('VT3', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",291096,465,0.9984051364894482
"('VT17', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",291095,466,0.998401706675447
"('VT14', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",291095,466,0.998401706675447
"('VT8', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",291095,466,0.998401706675447
"('VT15', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",291095,466,0.998401706675447
"('VT13', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",291095,466,0.998401706675447
"('VT1', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",291095,466,0.998401706675447
"('VT16', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",291095,466,0.998401706675447
"('VT7', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",291095,466,0.998401706675447
"('VT37', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",291095,466,0.998401706675447
"('VT9', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",291095,466,0.998401706675447
"('VT12', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",291095,466,0.998401706675447
"('VT11', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",291095,466,0.998401706675447
"('VT10', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",291095,466,0.998401706675447
"('VT5', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",291095,466,0.998401706675447
"('VT42', '20180222-24NYooVH-VG__R9F6_RN1RP2')",291094,467,0.9983982768614458
"('VT4', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",291094,467,0.9983982768614458
"('VT48', '20180222-24NYooVH-VG__R9F5_RN1RP1')",291094,467,0.9983982768614458
"('VT38', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",291094,467,0.9983982768614458
"('VT2', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",291094,467,0.9983982768614458
"('VT50', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",291093,468,0.9983948470474446
"('VT40', '20180222-24NYooVH-VG__R9F5_RN1RP1')",291092,469,0.9983914172334434
"('VT41', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",291091,470,0.9983879874194422
"('VT39', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",291088,473,0.9983776979774387
"('VT46', '20180222-24NYooVH-VG__R9F5_RN1RP1')",291088,473,0.9983776979774387
"('VT47', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",291087,474,0.9983742681634376
"('VT42', '20180222-24WIooVL-VG__R9F2_RN1RP1')",291087,474,0.9983742681634376
"('VT49', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",291086,475,0.9983708383494363
"('VT42', '20180222-24WIsaVH-VG__R3F10_RN1RP2')",291085,476,0.9983674085354352
"('VT48', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",291084,477,0.9983639787214339
"('VT40', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",291082,479,0.9983571190934316
"('VT46', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",291078,483,0.9983433998374268
"('VT6', '20180222-24OOsaVH-VG__R3F18_RN1RP1')",291075,486,0.9983331103954233
"('VT3', '20180222-24OOsaVH-VG__R3F18_RN1RP1')",291075,486,0.9983331103954233
"('VT13', '20180222-24OOsaVH-VG__R3F18_RN1RP1')",291074,487,0.998329680581422
"('VT37', '20180222-24OOsaVH-VG__R3F18_RN1RP1')",291074,487,0.998329680581422
"('VT17', '20180222-24OOsaVH-VG__R3F18_RN1RP1')",291074,487,0.998329680581422
"('VT15', '20180222-24OOsaVH-VG__R3F18_RN1RP1')",291074,487,0.998329680581422
"('VT10', '20180222-24OOsaVH-VG__R3F18_RN1RP1')",291074,487,0.998329680581422
"('VT12', '20180222-24OOsaVH-VG__R3F18_RN1RP1')",291074,487,0.998329680581422
"('VT1', '20180222-24OOsaVH-VG__R3F18_RN1RP1')",291074,487,0.998329680581422
"('VT16', '20180222-24OOsaVH-VG__R3F18_RN1RP1')",291074,487,0.998329680581422
"('VT5', '20180222-24OOsaVH-VG__R3F18_RN1RP1')",291074,487,0.998329680581422
"('VT14', '20180222-24OOsaVH-VG__R3F18_RN1RP1')",291074,487,0.998329680581422
"('VT11', '20180222-24OOsaVH-VG__R3F18_RN1RP1')",291074,487,0.998329680581422
"('VT9', '20180222-24OOsaVH-VG__R3F18_RN1RP1')",291074,487,0.998329680581422
"('VT8', '20180222-24OOsaVH-VG__R3F18_RN1RP1')",291074,487,0.998329680581422
"('VT7', '20180222-24OOsaVH-VG__R3F18_RN1RP1')",291074,487,0.998329680581422
"('VT4', '20180222-24OOsaVH-VG__R3F18_RN1RP1')",291073,488,0.9983262507674209
"('VT38', '20180222-24OOsaVH-VG__R3F18_RN1RP1')",291073,488,0.9983262507674209
"('VT2', '20180222-24OOsaVH-VG__R3F18_RN1RP1')",291073,488,0.9983262507674209
"('VT50', '20180222-24OOsaVH-VG__R3F18_RN1RP1')",291072,489,0.9983228209534197
"('VT41', '20180222-24OOsaVH-VG__R3F18_RN1RP1')",291070,491,0.9983159613254173
"('VT47', '20180222-24OOsaVH-VG__R3F18_RN1RP1')",291068,493,0.9983091016974149
"('VT39', '20180222-24OOsaVH-VG__R3F18_RN1RP1')",291067,494,0.9983056718834138
"('VT49', '20180222-24OOsaVH-VG__R3F18_RN1RP1')",291065,496,0.9982988122554114
"('VT48', '20180222-24OOsaVH-VG__R3F18_RN1RP1')",291064,497,0.9982953824414103
"('VT42', '20180222-24WIooVL-VG__R9F3_RN1RP2')",291064,497,0.9982953824414103
"('VT40', '20180222-24OOsaVH-VG__R3F18_RN1RP1')",291061,500,0.9982850929994066
"('VT46', '20180222-24OOsaVH-VG__R3F18_RN1RP1')",291057,504,0.9982713737434019
"('VT42', '20180222-24NYooVH-VG__R9F5_RN1RP1')",291049,512,0.9982439352313924
"('VT3', '20180222-24WIooVL-VG__R9F4_RN1RP3')",291040,521,0.9982130669053817
"('VT6', '20180222-24WIooVL-VG__R9F4_RN1RP3')",291040,521,0.9982130669053817
"('VT17', '20180222-24WIooVL-VG__R9F4_RN1RP3')",291039,522,0.9982096370913806
"('VT1', '20180222-24WIooVL-VG__R9F4_RN1RP3')",291039,522,0.9982096370913806
"('VT12', '20180222-24WIooVL-VG__R9F4_RN1RP3')",291039,522,0.9982096370913806
"('VT8', '20180222-24WIooVL-VG__R9F4_RN1RP3')",291039,522,0.9982096370913806
"('VT16', '20180222-24WIooVL-VG__R9F4_RN1RP3')",291039,522,0.9982096370913806
"('VT10', '20180222-24WIooVL-VG__R9F4_RN1RP3')",291039,522,0.9982096370913806
"('VT37', '20180222-24WIooVL-VG__R9F4_RN1RP3')",291039,522,0.9982096370913806
"('VT11', '20180222-24WIooVL-VG__R9F4_RN1RP3')",291039,522,0.9982096370913806
"('VT5', '20180222-24WIooVL-VG__R9F4_RN1RP3')",291039,522,0.9982096370913806
"('VT9', '20180222-24WIooVL-VG__R9F4_RN1RP3')",291039,522,0.9982096370913806
"('VT13', '20180222-24WIooVL-VG__R9F4_RN1RP3')",291039,522,0.9982096370913806
"('VT14', '20180222-24WIooVL-VG__R9F4_RN1RP3')",291039,522,0.9982096370913806
"('VT15', '20180222-24WIooVL-VG__R9F4_RN1RP3')",291039,522,0.9982096370913806
"('VT7', '20180222-24WIooVL-VG__R9F4_RN1RP3')",291039,522,0.9982096370913806
"('VT2', '20180222-24WIooVL-VG__R9F4_RN1RP3')",291038,523,0.9982062072773793
"('VT4', '20180222-24WIooVL-VG__R9F4_RN1RP3')",291038,523,0.9982062072773793
"('VT38', '20180222-24WIooVL-VG__R9F4_RN1RP3')",291038,523,0.9982062072773793
"('VT50', '20180222-24WIooVL-VG__R9F4_RN1RP3')",291037,524,0.9982027774633782
"('VT3', '20180222-24WIooVH-VG__R9F1_RN1RP3')",291035,526,0.9981959178353758
"('VT38', '20180222-24WIooVH-VG__R9F1_RN1RP3')",291035,526,0.9981959178353758
"('VT41', '20180222-24WIooVL-VG__R9F4_RN1RP3')",291035,526,0.9981959178353758
"('VT6', '20180222-24WIooVH-VG__R9F1_RN1RP3')",291035,526,0.9981959178353758
"('VT42', '20180222-24WIsaVH-VG__R3F9_RN1RP1')",291035,526,0.9981959178353758
"('VT8', '20180222-24WIooVH-VG__R9F1_RN1RP3')",291034,527,0.9981924880213746
"('VT1', '20180222-24WIooVH-VG__R9F1_RN1RP3')",291034,527,0.9981924880213746
"('VT11', '20180222-24WIooVH-VG__R9F1_RN1RP3')",291034,527,0.9981924880213746
"('VT15', '20180222-24WIooVH-VG__R9F1_RN1RP3')",291034,527,0.9981924880213746
"('VT9', '20180222-24WIooVH-VG__R9F1_RN1RP3')",291034,527,0.9981924880213746
"('VT16', '20180222-24WIooVH-VG__R9F1_RN1RP3')",291034,527,0.9981924880213746
"('VT7', '20180222-24WIooVH-VG__R9F1_RN1RP3')",291034,527,0.9981924880213746
"('VT10', '20180222-24WIooVH-VG__R9F1_RN1RP3')",291034,527,0.9981924880213746
"('VT17', '20180222-24WIooVH-VG__R9F1_RN1RP3')",291034,527,0.9981924880213746
"('VT13', '20180222-24WIooVH-VG__R9F1_RN1RP3')",291034,527,0.9981924880213746
"('VT14', '20180222-24WIooVH-VG__R9F1_RN1RP3')",291034,527,0.9981924880213746
"('VT12', '20180222-24WIooVH-VG__R9F1_RN1RP3')",291034,527,0.9981924880213746
"('VT37', '20180222-24WIooVH-VG__R9F1_RN1RP3')",291034,527,0.9981924880213746
"('VT5', '20180222-24WIooVH-VG__R9F1_RN1RP3')",291034,527,0.9981924880213746
"('VT2', '20180222-24WIooVH-VG__R9F1_RN1RP3')",291033,528,0.9981890582073734
"('VT4', '20180222-24WIooVH-VG__R9F1_RN1RP3')",291033,528,0.9981890582073734
"('VT39', '20180222-24WIooVL-VG__R9F4_RN1RP3')",291032,529,0.9981856283933722
"('VT50', '20180222-24WIooVH-VG__R9F1_RN1RP3')",291032,529,0.9981856283933722
"('VT47', '20180222-24WIooVL-VG__R9F4_RN1RP3')",291031,530,0.9981821985793711
"('VT41', '20180222-24WIooVH-VG__R9F1_RN1RP3')",291030,531,0.9981787687653698
"('VT49', '20180222-24WIooVL-VG__R9F4_RN1RP3')",291030,531,0.9981787687653698
"('VT6', '20180222-24WIooVH-VG__R5F10_RN1RP1')",291030,531,0.9981787687653698
"('VT3', '20180222-24WIooVH-VG__R5F10_RN1RP1')",291030,531,0.9981787687653698
"('VT16', '20180222-24WIooVH-VG__R5F10_RN1RP1')",291029,532,0.9981753389513687
"('VT17', '20180222-24WIooVH-VG__R5F10_RN1RP1')",291029,532,0.9981753389513687
"('VT11', '20180222-24WIooVH-VG__R5F10_RN1RP1')",291029,532,0.9981753389513687
"('VT1', '20180222-24WIooVH-VG__R5F10_RN1RP1')",291029,532,0.9981753389513687
"('VT10', '20180222-24WIooVH-VG__R5F10_RN1RP1')",291029,532,0.9981753389513687
"('VT12', '20180222-24WIooVH-VG__R5F10_RN1RP1')",291029,532,0.9981753389513687
"('VT15', '20180222-24WIooVH-VG__R5F10_RN1RP1')",291029,532,0.9981753389513687
"('VT8', '20180222-24WIooVH-VG__R5F10_RN1RP1')",291029,532,0.9981753389513687
"('VT37', '20180222-24WIooVH-VG__R5F10_RN1RP1')",291029,532,0.9981753389513687
"('VT7', '20180222-24WIooVH-VG__R5F10_RN1RP1')",291029,532,0.9981753389513687
"('VT13', '20180222-24WIooVH-VG__R5F10_RN1RP1')",291029,532,0.9981753389513687
"('VT9', '20180222-24WIooVH-VG__R5F10_RN1RP1')",291029,532,0.9981753389513687
"('VT5', '20180222-24WIooVH-VG__R5F10_RN1RP1')",291029,532,0.9981753389513687
"('VT14', '20180222-24WIooVH-VG__R5F10_RN1RP1')",291029,532,0.9981753389513687
"('VT38', '20180222-24WIooVH-VG__R5F10_RN1RP1')",291028,533,0.9981719091373675
"('VT48', '20180222-24WIooVL-VG__R9F4_RN1RP3')",291028,533,0.9981719091373675
"('VT4', '20180222-24WIooVH-VG__R5F10_RN1RP1')",291028,533,0.9981719091373675
"('VT2', '20180222-24WIooVH-VG__R5F10_RN1RP1')",291028,533,0.9981719091373675
"('VT50', '20180222-24WIooVH-VG__R5F10_RN1RP1')",291027,534,0.9981684793233663
"('VT39', '20180222-24WIooVH-VG__R9F1_RN1RP3')",291027,534,0.9981684793233663
"('VT47', '20180222-24WIooVH-VG__R9F1_RN1RP3')",291026,535,0.9981650495093651
"('VT40', '20180222-24WIooVL-VG__R9F4_RN1RP3')",291026,535,0.9981650495093651
"('VT49', '20180222-24WIooVH-VG__R9F1_RN1RP3')",291025,536,0.9981616196953639
"('VT41', '20180222-24WIooVH-VG__R5F10_RN1RP1')",291025,536,0.9981616196953639
"('VT48', '20180222-24WIooVH-VG__R9F1_RN1RP3')",291023,538,0.9981547600673616
"('VT47', '20180222-24WIooVH-VG__R5F10_RN1RP1')",291022,539,0.9981513302533603
"('VT40', '20180222-24WIooVH-VG__R9F1_RN1RP3')",291022,539,0.9981513302533603
"('VT39', '20180222-24WIooVH-VG__R5F10_RN1RP1')",291022,539,0.9981513302533603
"('VT46', '20180222-24WIooVL-VG__R9F4_RN1RP3')",291022,539,0.9981513302533603
"('VT49', '20180222-24WIooVH-VG__R5F10_RN1RP1')",291020,541,0.9981444706253579
"('VT48', '20180222-24WIooVH-VG__R5F10_RN1RP1')",291018,543,0.9981376109973557
"('VT3', '20180222-24WIooVH-VG__R5F11_RN1RP2')",291017,544,0.9981341811833544
"('VT6', '20180222-24WIooVH-VG__R5F11_RN1RP2')",291017,544,0.9981341811833544
"('VT46', '20180222-24WIooVH-VG__R9F1_RN1RP3')",291017,544,0.9981341811833544
"('VT9', '20180222-24WIooVH-VG__R5F11_RN1RP2')",291016,545,0.9981307513693533
"('VT8', '20180222-24WIooVH-VG__R5F11_RN1RP2')",291016,545,0.9981307513693533
"('VT17', '20180222-24WIooVH-VG__R5F11_RN1RP2')",291016,545,0.9981307513693533
"('VT40', '20180222-24WIooVH-VG__R5F10_RN1RP1')",291016,545,0.9981307513693533
"('VT10', '20180222-24WIooVH-VG__R5F11_RN1RP2')",291016,545,0.9981307513693533
"('VT7', '20180222-24WIooVH-VG__R5F11_RN1RP2')",291016,545,0.9981307513693533
"('VT37', '20180222-24WIooVH-VG__R5F11_RN1RP2')",291016,545,0.9981307513693533
"('VT5', '20180222-24WIooVH-VG__R5F11_RN1RP2')",291016,545,0.9981307513693533
"('VT12', '20180222-24WIooVH-VG__R5F11_RN1RP2')",291016,545,0.9981307513693533
"('VT11', '20180222-24WIooVH-VG__R5F11_RN1RP2')",291016,545,0.9981307513693533
"('VT14', '20180222-24WIooVH-VG__R5F11_RN1RP2')",291016,545,0.9981307513693533
"('VT13', '20180222-24WIooVH-VG__R5F11_RN1RP2')",291016,545,0.9981307513693533
"('VT1', '20180222-24WIooVH-VG__R5F11_RN1RP2')",291016,545,0.9981307513693533
"('VT15', '20180222-24WIooVH-VG__R5F11_RN1RP2')",291016,545,0.9981307513693533
"('VT16', '20180222-24WIooVH-VG__R5F11_RN1RP2')",291016,545,0.9981307513693533
"('VT4', '20180222-24WIooVH-VG__R5F11_RN1RP2')",291015,546,0.998127321555352
"('VT2', '20180222-24WIooVH-VG__R5F11_RN1RP2')",291015,546,0.998127321555352
"('VT38', '20180222-24WIooVH-VG__R5F11_RN1RP2')",291015,546,0.998127321555352
"('VT50', '20180222-24WIooVH-VG__R5F11_RN1RP2')",291014,547,0.9981238917413509
"('VT41', '20180222-24WIooVH-VG__R5F11_RN1RP2')",291014,547,0.9981238917413509
"('VT42', '20180222-24OOsaVH-VG__R3F18_RN1RP1')",291014,547,0.9981238917413509
"('VT46', '20180222-24WIooVH-VG__R5F10_RN1RP1')",291013,548,0.9981204619273497
"('VT39', '20180222-24WIooVH-VG__R5F11_RN1RP2')",291011,550,0.9981136022993473
"('VT18', '20180222-71OOsaSL-VV__R2F11_RN2RP1')",291008,553,0.9981033128573438
"('VT18', '20180222-71WIooPA-VV__R2F18_RN2RP1')",291008,553,0.9981033128573438
"('VT18', '20180222-71NYsaSL-VV__R2F10_RN2RP3')",291008,553,0.9981033128573438
"('VT18', '20180222-71WIsaSL-VV__R2F1_RN2RP1')",291008,553,0.9981033128573438
"('VT18', '20180222-71WIsaSV-VV__R2F6_RN2RP3')",291008,553,0.9981033128573438
"('VT18', '20180222-71WIooPA-VV__R2F20_RN2RP3')",291008,553,0.9981033128573438
"('VT18', '20180222-71OOooPA-VV__R5F1_RN1RP1')",291008,553,0.9981033128573438
"('VT18', '20180222-71OOsaSL-VV__R2F13_RN2RP3')",291008,553,0.9981033128573438
"('VT18', '20180222-71OOooPA-VV__R5F3_RN1RP3')",291008,553,0.9981033128573438
"('VT18', '20180222-71OOsaSL-VV__R2F12_RN2RP2')",291008,553,0.9981033128573438
"('VT18', '20180222-71OOooPA-VV__R5F2_RN1RP2')",291008,553,0.9981033128573438
"('VT18', '20180222-71WIsaSV-VV__R2F4_RN2RP1')",291008,553,0.9981033128573438
"('VT18', '20180222-71WIsaSV-VV__R2F5_RN2RP2')",291008,553,0.9981033128573438
"('VT18', '20180222-71WIsaSL-VV__R2F3_RN2RP3')",291008,553,0.9981033128573438
"('VT18', '20180222-71NYsaSL-VV__R2F9_RN2RP2')",291008,553,0.9981033128573438
"('VT18', '20180222-71WIsaSL-VV__R2F2_RN2RP2')",291008,553,0.9981033128573438
"('VT18', '20180222-57WIsaVB-VT__R4F1_RN1RP1')",291008,553,0.9981033128573438
"('VT18', '20180222-57WIsaVB-VT__R4F2_RN1RP2')",291008,553,0.9981033128573438
"('VT47', '20180222-24WIooVH-VG__R5F11_RN1RP2')",291008,553,0.9981033128573438
"('VT18', '20180222-57WIooVB-VT__R4F5_RN1RP2')",291008,553,0.9981033128573438
"('VT18', '20180222-57WIooVB-VT__R4F6_RN1RP3')",291008,553,0.9981033128573438
"('VT18', '20180222-57WIooVB-VT__R4F4_RN1RP1')",291008,553,0.9981033128573438
"('VT18', '20180222-57WIsaVB-VT__R4F3_RN1RP3')",291008,553,0.9981033128573438
"('VT18', '20180222-71NYsaSL-VV__R2F8_RN2RP1')",291008,553,0.9981033128573438
"('VT49', '20180222-24WIooVH-VG__R5F11_RN1RP2')",291007,554,0.9980998830433425
"('VT48', '20180222-24WIooVH-VG__R5F11_RN1RP2')",291005,556,0.9980930234153402
"('VT40', '20180222-24WIooVH-VG__R5F11_RN1RP2')",291003,558,0.9980861637873378
"('VT46', '20180222-24WIooVH-VG__R5F11_RN1RP2')",291000,561,0.9980758743453343
"('VT18', '20180222-71WIooPA-VV__R2F19_RN2RP2')",290995,566,0.9980587252753284
"('VT42', '20180222-24WIooVL-VG__R9F4_RN1RP3')",290979,582,0.9980038482513093
"('VT42', '20180222-24WIooVH-VG__R9F1_RN1RP3')",290976,585,0.9979935588093057
"('VT42', '20180222-24WIooVH-VG__R5F10_RN1RP1')",290969,592,0.9979695501112975
"('VT42', '20180222-24WIooVH-VG__R5F11_RN1RP2')",290956,605,0.9979249625292821
"('VT6', '20180222-24OOsaVH-VG__R3F20_RN1RP3')",290942,619,0.9978769451332654
"('VT3', '20180222-24OOsaVH-VG__R3F20_RN1RP3')",290942,619,0.9978769451332654
"('VT16', '20180222-24OOsaVH-VG__R3F20_RN1RP3')",290941,620,0.9978735153192643
"('VT5', '20180222-24OOsaVH-VG__R3F20_RN1RP3')",290941,620,0.9978735153192643
"('VT1', '20180222-24OOsaVH-VG__R3F20_RN1RP3')",290941,620,0.9978735153192643
"('VT11', '20180222-24OOsaVH-VG__R3F20_RN1RP3')",290941,620,0.9978735153192643
"('VT9', '20180222-24OOsaVH-VG__R3F20_RN1RP3')",290941,620,0.9978735153192643
"('VT10', '20180222-24OOsaVH-VG__R3F20_RN1RP3')",290941,620,0.9978735153192643
"('VT37', '20180222-24OOsaVH-VG__R3F20_RN1RP3')",290941,620,0.9978735153192643
"('VT17', '20180222-24OOsaVH-VG__R3F20_RN1RP3')",290941,620,0.9978735153192643
"('VT12', '20180222-24OOsaVH-VG__R3F20_RN1RP3')",290941,620,0.9978735153192643
"('VT7', '20180222-24OOsaVH-VG__R3F20_RN1RP3')",290941,620,0.9978735153192643
"('VT14', '20180222-24OOsaVH-VG__R3F20_RN1RP3')",290941,620,0.9978735153192643
"('VT8', '20180222-24OOsaVH-VG__R3F20_RN1RP3')",290941,620,0.9978735153192643
"('VT15', '20180222-24OOsaVH-VG__R3F20_RN1RP3')",290941,620,0.9978735153192643
"('VT13', '20180222-24OOsaVH-VG__R3F20_RN1RP3')",290941,620,0.9978735153192643
"('VT38', '20180222-24OOsaVH-VG__R3F20_RN1RP3')",290940,621,0.997870085505263
"('VT4', '20180222-24OOsaVH-VG__R3F20_RN1RP3')",290940,621,0.997870085505263
"('VT2', '20180222-24OOsaVH-VG__R3F20_RN1RP3')",290940,621,0.997870085505263
"('VT50', '20180222-24OOsaVH-VG__R3F20_RN1RP3')",290939,622,0.9978666556912619
"('VT41', '20180222-24OOsaVH-VG__R3F20_RN1RP3')",290937,624,0.9978597960632595
"('VT39', '20180222-24OOsaVH-VG__R3F20_RN1RP3')",290934,627,0.9978495066212559
"('VT47', '20180222-24OOsaVH-VG__R3F20_RN1RP3')",290933,628,0.9978460768072548
"('VT49', '20180222-24OOsaVH-VG__R3F20_RN1RP3')",290932,629,0.9978426469932535
"('VT48', '20180222-24OOsaVH-VG__R3F20_RN1RP3')",290930,631,0.9978357873652511
"('VT40', '20180222-24OOsaVH-VG__R3F20_RN1RP3')",290928,633,0.9978289277372488
"('VT46', '20180222-24OOsaVH-VG__R3F20_RN1RP3')",290924,637,0.997815208481244
"('VT42', '20180222-24OOsaVH-VG__R3F20_RN1RP3')",290881,680,0.997667726479193
"('VT44', '20180222-24NYooVH-VG__R9F8_RN1RP3')",290833,728,0.9975030954071361
"('VT44', '20180222-24OOooVH-VG__R9F10_RN1RP2')",290831,730,0.9974962357791337
"('VT6', '20180222-24OOsaVH-VG__R3F19_RN1RP2')",290829,732,0.9974893761511313
"('VT3', '20180222-24OOsaVH-VG__R3F19_RN1RP2')",290829,732,0.9974893761511313
"('VT11', '20180222-24OOsaVH-VG__R3F19_RN1RP2')",290828,733,0.9974859463371302
"('VT13', '20180222-24OOsaVH-VG__R3F19_RN1RP2')",290828,733,0.9974859463371302
"('VT16', '20180222-24OOsaVH-VG__R3F19_RN1RP2')",290828,733,0.9974859463371302
"('VT5', '20180222-24OOsaVH-VG__R3F19_RN1RP2')",290828,733,0.9974859463371302
"('VT1', '20180222-24OOsaVH-VG__R3F19_RN1RP2')",290828,733,0.9974859463371302
"('VT14', '20180222-24OOsaVH-VG__R3F19_RN1RP2')",290828,733,0.9974859463371302
"('VT37', '20180222-24OOsaVH-VG__R3F19_RN1RP2')",290828,733,0.9974859463371302
"('VT7', '20180222-24OOsaVH-VG__R3F19_RN1RP2')",290828,733,0.9974859463371302
"('VT10', '20180222-24OOsaVH-VG__R3F19_RN1RP2')",290828,733,0.9974859463371302
"('VT9', '20180222-24OOsaVH-VG__R3F19_RN1RP2')",290828,733,0.9974859463371302
"('VT12', '20180222-24OOsaVH-VG__R3F19_RN1RP2')",290828,733,0.9974859463371302
"('VT8', '20180222-24OOsaVH-VG__R3F19_RN1RP2')",290828,733,0.9974859463371302
"('VT17', '20180222-24OOsaVH-VG__R3F19_RN1RP2')",290828,733,0.9974859463371302
"('VT15', '20180222-24OOsaVH-VG__R3F19_RN1RP2')",290828,733,0.9974859463371302
"('VT4', '20180222-24OOsaVH-VG__R3F19_RN1RP2')",290827,734,0.9974825165231289
"('VT38', '20180222-24OOsaVH-VG__R3F19_RN1RP2')",290827,734,0.9974825165231289
"('VT2', '20180222-24OOsaVH-VG__R3F19_RN1RP2')",290827,734,0.9974825165231289
"('VT50', '20180222-24OOsaVH-VG__R3F19_RN1RP2')",290826,735,0.9974790867091278
"('VT41', '20180222-24OOsaVH-VG__R3F19_RN1RP2')",290824,737,0.9974722270811254
"('VT39', '20180222-24OOsaVH-VG__R3F19_RN1RP2')",290821,740,0.9974619376391218
"('VT47', '20180222-24OOsaVH-VG__R3F19_RN1RP2')",290820,741,0.9974585078251207
"('VT49', '20180222-24OOsaVH-VG__R3F19_RN1RP2')",290819,742,0.9974550780111194
"('VT48', '20180222-24OOsaVH-VG__R3F19_RN1RP2')",290817,744,0.997448218383117
"('VT40', '20180222-24OOsaVH-VG__R3F19_RN1RP2')",290815,746,0.9974413587551147
"('VT46', '20180222-24OOsaVH-VG__R3F19_RN1RP2')",290811,750,0.99742763949911
"('VT44', '20180222-24OOooVH-VG__R9F9_RN1RP1')",290788,773,0.9973487537770827
"('VT44', '20180222-24OOooVH-VG__R9F11_RN1RP3')",290788,773,0.9973487537770827
"('VT42', '20180222-24OOsaVH-VG__R3F19_RN1RP2')",290768,793,0.9972801574970589
"('VT44', '20180222-24WIsaVH-VG__R3F11_RN1RP3')",290743,818,0.9971944121470293
"('VT44', '20180222-24NYooVH-VG__R9F6_RN1RP2')",290734,827,0.9971635438210186
"('VT44', '20180222-24WIsaVH-VG__R3F10_RN1RP2')",290732,829,0.9971566841930162
"('VT44', '20180222-24WIooVL-VG__R9F2_RN1RP1')",290725,836,0.997132675495008
"('VT18', '20180222-24NYooVH-VG__R9F8_RN1RP3')",290704,857,0.9970606494009829
"('VT44', '20180222-24WIooVL-VG__R9F3_RN1RP2')",290704,857,0.9970606494009829
